,Gemeinde,Energiequelle,Anzahl
16975,Zwischbergen,,5
16976,Schwarzenberg,Erdwärme,5
16977,Fehraltorf,Luft,5
16978,Riniken,Erdwärme,5
16979,Rossenges,Fernwärme,5
16980,Rolle,Fernwärme,5
16981,Rothenthurm,Luft,5
16982,Ringgenberg (BE),Fernwärme,5
16983,Buchholterberg,Fernwärme,5
16984,Root,Gas,5
16985,Kestenholz,Fernwärme,5
16986,Isone,Keine,5
16987,Hedingen,Luft,5
16988,Rottenschwil,Keine,5
16989,Romainmôtier-Envy,Unbestimmt,5
16990,Rottenschwil,Luft,5
16991,La Brillaz,Keine,4
16992,Bürchen,Gas,4
16993,Mörel-Filet,Fernwärme,4
16994,Bürchen,Fernwärme,4
16995,Surpierre,Sonne,4
16996,Muriaux,Keine,4
16997,Bergdietikon,Luft,4
16998,Altendorf,Sonne,4
16999,Bergdietikon,Fernwärme,4
17000,Dürrenroth,Gas,4
17001,Mörel-Filet,Sonne,4
17002,Corcelles (BE),Elektrizität,4
17003,Dürrenroth,Fernwärme,4
17004,Hausen (AG),Fernwärme,4
17005,Fraubrunnen,Sonne,4
17006,Sainte-Croix,Sonne,4
17007,Freimettigen,Fernwärme,4
17008,Wil (ZH),Keine,4
17009,Les Enfers,Elektrizität,4
17010,Bregaglia,Gas,4
17011,Muralto,Fernwärme,4
17012,Termen,Gas,4
17013,Les Planchettes,,4
17014,Vordemwald,Fernwärme,4
17015,Full-Reuenthal,Luft,4
17016,Commugny,Fernwärme,4
17017,Zäziwil,Erdwärme,4
17018,Syens,Elektrizität,4
17019,L'Isle,Luft,4
17020,Syens,Unbestimmt,4
17021,La Baroche,Erdwärme,4
17022,Gordola,Luft,4
17023,Sâles,Keine,4
17024,Ronco sopra Ascona,Keine,4
17025,Berikon,Fernwärme,4
17026,Sévaz,Holz,4
17027,Vouvry,Fernwärme,4
17028,Büren (SO),Erdwärme,4
17029,Hubersdorf,Erdwärme,4
17030,Muolen,Erdwärme,4
17031,Kallern,Fernwärme,4
17032,Suscévaz,Gas,4
17033,Roggliswil,Luft,4
17034,Muzzano,Holz,4
17035,Büren (SO),Elektrizität,4
17036,Hausen (AG),Erdwärme,4
17037,Bergün Filisur,Sonne,4
17038,Concise,Erdwärme,4
17039,Beringen,Erdwärme,4
17040,Bergün Filisur,Luft,4
17041,Mönthal,Fernwärme,4
17042,Hauptwil-Gottshaus,Erdwärme,4
17043,Boécourt,Sonne,4
17044,Honau,,4
17045,Presinge,Gas,4
17046,Pura,Fernwärme,4
17047,Bellwald,Fernwärme,4
17048,Riviera,Luft,4
17049,Thörigen,Fernwärme,4
17050,Corsier-sur-Vevey,Fernwärme,4
17051,Montilliez,Luft,4
17052,Buchs (ZH),Fernwärme,4
17053,Leukerbad,Luft,4
17054,Presinge,Holz,4
17055,Montricher,Fernwärme,4
17056,Diessbach bei Büren,Fernwärme,4
17057,Thunstetten,Sonne,4
17058,Saint-Léonard,Fernwärme,4
17059,Puidoux,Sonne,4
17060,Le Châtelard,Elektrizität,4
17061,Monthey,Erdwärme,4
17062,Montfaucon,Erdwärme,4
17063,Cortaillod,Keine,4
17064,Ferden,,4
17065,Tobel-Tägerschen,Fernwärme,4
17066,Inwil,Luft,4
17067,Bellmund,Gas,4
17068,Zielebach,Luft,4
17069,Toffen,Erdwärme,4
17070,Villnachern,Keine,4
17071,Zwieselberg,Sonne,4
17072,Dierikon,Erdwärme,4
17073,Tolochenaz,Erdwärme,4
17074,Bözberg,Luft,4
17075,La Ferrière,Gas,4
17076,Elsau,Gas,4
17077,Cossonay,Erdwärme,4
17078,Corseaux,Luft,4
17079,Saint-Léonard,Sonne,4
17080,Belmont-sur-Yverdon,Keine,4
17081,Herznach,Sonne,4
17082,Vitznau,Sonne,4
17083,Epalinges,Sonne,4
17084,Bühler,Sonne,4
17085,Berg (SG),Erdwärme,4
17086,Hasliberg,Sonne,4
17087,Sumiswald,Gas,4
17088,Prilly,Luft,4
17089,Teufenthal (AG),Erdwärme,4
17090,Muntelier,Holz,4
17091,Hersberg,Luft,4
17092,Provence,Fernwärme,4
17093,Les Verrières,Wasser,4
17094,Wikon,Erdwärme,4
17095,Bühl,Luft,4
17096,Dübendorf,Erdwärme,4
17097,Diessenhofen,Erdwärme,4
17098,Préverenges,Luft,4
17099,Wigoltingen,Fernwärme,4
17100,Grosswangen,Luft,4
17101,Saint-Martin (VS),Erdwärme,4
17102,Cormoret,Unbestimmt,4
17103,Cornaux,Erdwärme,4
17104,Goms,Gas,4
17105,Visp,Erdwärme,4
17106,Escholzmatt-Marbach,Erdwärme,4
17107,Prévonloup,Elektrizität,4
17108,Belprahon,Keine,4
17109,Morrens (VD),Luft,4
17110,Assens,Luft,4
17111,La Chaux-des-Breuleux,Keine,4
17112,Visp,Luft,4
17113,Gossau (ZH),Sonne,4
17114,Cologny,Fernwärme,4
17115,Büttenhardt,Elektrizität,4
17116,Evolène,Wasser,4
17117,Saxon,Erdwärme,4
17118,Grandcour,Luft,4
17119,Kriegstetten,,4
17120,Stalden (VS),Gas,4
17121,Niedermuhlern,Luft,4
17122,Etoy,Erdwärme,4
17123,Niedermuhlern,Elektrizität,4
17124,Pieterlen,Erdwärme,4
17125,Domat/Ems,Luft,4
17126,Niederhünigen,Fernwärme,4
17127,Savièse,Wasser,4
17128,Stammheim,Sonne,4
17129,Niedergösgen,Luft,4
17130,Châtel-Saint-Denis,Sonne,4
17131,Bettwil,Erdwärme,4
17132,Stans,Wasser,4
17133,Niederglatt,Fernwärme,4
17134,Allmendingen,Keine,4
17135,Niedergesteln,Gas,4
17136,Wachseldorn,Elektrizität,4
17137,Plasselb,Wasser,4
17138,Echarlens,Keine,4
17139,Beurnevésin,Unbestimmt,4
17140,Saules (BE),Luft,4
17141,Châtillon (FR),Keine,4
17142,Alpnach,Erdwärme,4
17143,Willisau,Gas,4
17144,Buchillon,Erdwärme,4
17145,Steffisburg,Wasser,4
17146,Yvorne,Luft,4
17147,Niederried bei Interlaken,Keine,4
17148,Echichens,Sonne,4
17149,Pierrafortscha,Elektrizität,4
17150,Le Vaud,Erdwärme,4
17151,Nusshof,Luft,4
17152,Pfaffnau,Erdwärme,4
17153,Spiez,Sonne,4
17154,Cheyres-Châbles,Sonne,4
17155,Spiringen,Luft,4
17156,Krauchthal,Erdwärme,4
17157,Le Vaud,Gas,4
17158,Scharans,Sonne,4
17159,Noville,Sonne,4
17160,Chiasso,Keine,4
17161,Scharans,Erdwärme,4
17162,Novalles,Keine,4
17163,Cadempino,Keine,4
17164,Pfyn,Fernwärme,4
17165,Evolène,Fernwärme,4
17166,Hendschiken,Fernwärme,4
17167,Grandevent,Luft,4
17168,St. Niklaus,Sonne,4
17169,Cademario,Keine,4
17170,C'za Cadenazzo/Monteceneri,,4
17171,Hundwil,Gas,4
17172,Büttikon,Luft,4
17173,St. Ursen,Fernwärme,4
17174,Dizy,Keine,4
17175,Niederwil (AG),Luft,4
17176,Saxon,Wasser,4
17177,Kriechenwil,Keine,4
17178,Le Noirmont,Erdwärme,4
17179,Steg-Hohtenn,Erdwärme,4
17180,Plateau de Diesse,Wasser,4
17181,Ronco sopra Ascona,Fernwärme,4
17182,Zell (ZH),Erdwärme,4
17183,Hausen am Albis,Gas,4
17184,Sarmenstorf,Fernwärme,4
17185,Besenbüren,Keine,4
17186,Wiler (Lötschen),Keine,4
17187,Gais,Sonne,4
17188,Wiler (Lötschen),Gas,4
17189,Rohrbach,Erdwärme,4
17190,Coinsins,Luft,4
17191,Stäfa,Luft,4
17192,Stäfa,Sonne,4
17193,Pont-la-Ville,Keine,4
17194,Roggwil (BE),Sonne,4
17195,Subingen,Fernwärme,4
17196,Dürrenäsch,Fernwärme,4
17197,Collina d'Oro,Keine,4
17198,Zeihen,Fernwärme,4
17199,Dürrenäsch,Erdwärme,4
17200,Vuadens,Keine,4
17201,Sant'Antonino,Fernwärme,4
17202,Collonge-Bellerive,Sonne,4
17203,Bernex,Erdwärme,4
17204,Döttingen,Erdwärme,4
17205,Aesch (LU),Fernwärme,4
17206,Innertkirchen,Sonne,4
17207,Suhr,Sonne,4
17208,San Vittore,Keine,4
17209,Le Landeron,Fernwärme,4
17210,Hermance,Keine,4
17211,Bern,Sonne,4
17212,Mühlau,Erdwärme,4
17213,Aesch (LU),Luft,4
17214,Besenbüren,Sonne,4
17215,Stettlen,Wasser,4
17216,Wiler bei Utzenstorf,Erdwärme,4
17217,Neunkirch,Erdwärme,4
17218,Neuheim,Luft,4
17219,Wagenhausen,Erdwärme,4
17220,Herbligen,Keine,4
17221,Lenk,Sonne,4
17222,Fribourg,Sonne,4
17223,Rohrbachgraben,Fernwärme,4
17224,Pohlern,Keine,4
17225,Wiliberg,Elektrizität,4
17226,Pohlern,Luft,4
17227,Neuenhof,Erdwärme,4
17228,Bettmeralp,Erdwärme,4
17229,Bettlach,Luft,4
17230,Erlenbach im Simmental,Erdwärme,4
17231,Pollegio,Keine,4
17232,Etagnières,Erdwärme,4
17233,Chêne-Bourg,Erdwärme,4
17234,Buchholterberg,Sonne,4
17235,Satigny,Sonne,4
17236,Chêne-Pâquier,Gas,4
17237,Neggio,Keine,4
17238,Kaltbrunn,Erdwärme,4
17239,Alpnach,Luft,4
17240,Clarmont,Elektrizität,4
17241,Fahrni,Erdwärme,4
17242,Zäziwil,Sonne,4
17243,Sarnen,Sonne,4
17244,Clarmont,Unbestimmt,4
17245,Sarnen,Gas,4
17246,Zihlschlacht-Sitterdorf,Erdwärme,4
17247,Leysin,Sonne,4
17248,Bellikon,Sonne,4
17249,Vacallo,Fernwärme,4
17250,Holderbank (AG),Erdwärme,4
17251,Villars-Epeney,Holz,4
17252,Rennaz,Holz,4
17253,Reute (AR),Keine,4
17254,Magliaso,Fernwärme,4
17255,Villars-Epeney,Gas,4
17256,Céligny,Fernwärme,4
17257,Jaberg,Luft,4
17258,Erlinsbach (SO),Luft,4
17259,Madulain,Elektrizität,4
17260,Rheineck,Erdwärme,4
17261,Dagmersellen,Sonne,4
17262,Lützelflüh,Sonne,4
17263,Lützelflüh,Erdwärme,4
17264,Vezia,Luft,4
17265,Malans,Fernwärme,4
17266,Zumikon,Sonne,4
17267,Vacallo,Keine,4
17268,Veytaux,Luft,4
17269,Baden,Wasser,4
17270,Burtigny,Unbestimmt,4
17271,Gipf-Oberfrick,Erdwärme,4
17272,Develier,Gas,4
17273,Rheinfelden,Sonne,4
17274,Brunegg,Luft,4
17275,Lauerz,Fernwärme,4
17276,Inden,Unbestimmt,4
17277,Lüterkofen-Ichertswil,Luft,4
17278,Val Terbi,Gas,4
17279,Veyrier,Erdwärme,4
17280,Brot-Plamboz,Luft,4
17281,Lohn (SH),Gas,4
17282,Lüsslingen-Nennigkofen,Fernwärme,4
17283,Villars-le-Comte,Keine,4
17284,Walkringen,Erdwärme,4
17285,Remetschwil,Fernwärme,4
17286,Anniviers,Erdwärme,4
17287,Cugnasco-Gerra,Sonne,4
17288,Endingen,Sonne,4
17289,Langenthal,Erdwärme,4
17290,Remetschwil,Luft,4
17291,Auboranges,Elektrizität,4
17292,Flerden,Luft,4
17293,Engelberg,Erdwärme,4
17294,Hofstetten-Flüh,,4
17295,Adelboden,Sonne,4
17296,Flerden,Sonne,4
17297,Unterägeri,Wasser,4
17298,Cugy (VD),Sonne,4
17299,Erschwil,Keine,4
17300,Marbach (SG),Erdwärme,4
17301,Broc,Sonne,4
17302,Erschwil,,4
17303,Grüsch,Gas,4
17304,Anwil,Elektrizität,4
17305,Villars-le-Comte,Elektrizität,4
17306,Zug,Wasser,4
17307,Manno,Holz,4
17308,Riniken,Keine,4
17309,Balm bei Günsberg,Keine,4
17310,Mandach,Fernwärme,4
17311,Hohentannen,Gas,4
17312,Zullwil,Luft,4
17313,Brot-Plamboz,Keine,4
17314,Häggenschwil,Sonne,4
17315,Arbaz,Gas,4
17316,Radelfingen,Erdwärme,4
17317,Isone,Gas,4
17318,Rickenbach (TG),Keine,4
17319,Laupersdorf,Luft,4
17320,Isérables,Keine,4
17321,Vandoeuvres,Erdwärme,4
17322,Burgistein,Erdwärme,4
17323,Göschenen,Unbestimmt,4
17324,Homburg,Erdwärme,4
17325,Vandoeuvres,Luft,4
17326,Zuzwil (SG),Fernwärme,4
17327,Varen,Gas,4
17328,Häggenschwil,Elektrizität,4
17329,Vaux-sur-Morges,Elektrizität,4
17330,Ried-Brig,Erdwärme,4
17331,Rudolfstetten-Friedlisberg,Gas,4
17332,Riederalp,Fernwärme,4
17333,Hombrechtikon,Luft,4
17334,Lotzwil,Fernwärme,4
17335,Rubigen,Erdwärme,4
17336,Dorénaz,Gas,4
17337,Zuzwil (BE),Elektrizität,4
17338,Veltheim (AG),Luft,4
17339,Vendlincourt,Keine,4
17340,Auswil,Fernwärme,4
17341,Isérables,Erdwärme,4
17342,Autigny,Keine,4
17343,Fehren,Keine,4
17344,Rifferswil,Gas,4
17345,Vernate,Luft,4
17346,Riehen,Unbestimmt,4
17347,Auswil,Keine,4
17348,Dotzigen,Gas,4
17349,Geltwil,Keine,4
17350,Lüscherz,Gas,4
17351,Russin,Elektrizität,4
17352,Holziken,Fernwärme,4
17353,Löhningen,Gas,4
17354,Dozwil,Erdwärme,4
17355,Flumenthal,Erdwärme,4
17356,Val-de-Charmey,Gas,4
17357,Baar,Luft,4
17358,Lyssach,Wasser,4
17359,Gebenstorf,Sonne,4
17360,Lyss,Wasser,4
17361,Ayent,Wasser,4
17362,Arbaz,Sonne,4
17363,Riggisberg,Erdwärme,4
17364,Laufenburg,Gas,4
17365,Valbirse,Erdwärme,4
17366,Walzenhausen,Fernwärme,4
17367,Isérables,Luft,4
17368,Russikon,Sonne,4
17369,Arbon,Wasser,4
17370,Rickenbach (BL),Elektrizität,4
17371,Valbroye,Sonne,4
17372,Häggenschwil,Keine,4
17373,Zurzach,Erdwärme,4
17374,Valeyres-sous-Rances,Luft,4
17375,Rupperswil,Fernwärme,4
17376,Laufenburg,Wasser,4
17377,Vevey,Sonne,4
17378,Valeyres-sous-Ursins,Keine,4
17379,Lussy-sur-Morges,Keine,4
17380,Vallon,Gas,4
17381,Frutigen,Erdwärme,4
17382,Langendorf,Keine,4
17383,Remaufens,Keine,4
17384,Dully,Erdwärme,4
17385,Trélex,Erdwärme,4
17386,Eschenz,Sonne,4
17387,Wettingen,Wasser,4
17388,Courgenay,Wasser,4
17389,Rivaz,Holz,4
17390,Meyriez,Luft,4
17391,Troistorrents,Erdwärme,4
17392,Trub,Fernwärme,4
17393,Grächen,Fernwärme,4
17394,Zwieselberg,Keine,4
17395,Mettembert,Unbestimmt,4
17396,Hallwil,Erdwärme,4
17397,Rossemaison,Luft,4
17398,Trun,Sonne,4
17399,Begnins,Erdwärme,4
17400,Safiental,Fernwärme,4
17401,Hindelbank,Wasser,4
17402,Falera,Erdwärme,4
17403,Beggingen,Luft,4
17404,La Tour-de-Peilz,Sonne,4
17405,Le Cerneux-Péquignot,Elektrizität,4
17406,Mesocco,Fernwärme,4
17407,Trüllikon,Keine,4
17408,Merzligen,Erdwärme,4
17409,Bretonnières,Keine,4
17410,Wengi,Elektrizität,4
17411,Amsoldingen,Erdwärme,4
17412,Tschugg,Gas,4
17413,Gempen,Keine,4
17414,Mergoscia,Sonne,4
17415,Safenwil,Erdwärme,4
17416,Raperswilen,Keine,4
17417,Miglieglia,Keine,4
17418,Unterramsern,Luft,4
17419,Mollens (VD),Unbestimmt,4
17420,Widen,Erdwärme,4
17421,Torricella-Taverne,Fernwärme,4
17422,Le Cerneux-Péquignot,Keine,4
17423,Mont-la-Ville,Luft,4
17424,Cottens (FR),Keine,4
17425,Trachselwald,Fernwärme,4
17426,Tramelan,Sonne,4
17427,Zuzwil (BE),Luft,4
17428,Treiten,Erdwärme,4
17429,Treiten,Keine,4
17430,Himmelried,Keine,4
17431,Leytron,Erdwärme,4
17432,Höchstetten,Luft,4
17433,Molondin,Keine,4
17434,Trey,Luft,4
17435,Raperswilen,Fernwärme,4
17436,Zillis-Reischen,Sonne,4
17437,Faido,Luft,4
17438,Villigen,Keine,4
17439,Horriwil,,4
17440,Misery-Courtion,Sonne,4
17441,Lichtensteig,Erdwärme,4
17442,Randa,Erdwärme,4
17443,Courchavon,Erdwärme,4
17444,Mirchel,Elektrizität,4
17445,La Rippe,Erdwärme,4
17446,Triengen,Erdwärme,4
17447,Bretigny-sur-Morrens,Erdwärme,4
17448,Hindelbank,Keine,4
17449,Trient,,4
17450,Realp,,4
17451,Nuvilly,Keine,4
17452,Bedigliora,Gas,4
17453,Lignières,Sonne,4
17454,Häutligen,Elektrizität,4
17455,Rossinière,Luft,4
17456,Rüti bei Büren,Gas,4
17457,Rüti bei Büren,Fernwärme,4
17458,Rüti bei Büren,Erdwärme,4
17459,Hochwald,Keine,4
17460,Weesen,Gas,4
17461,Dällikon,Fernwärme,4
17462,Matzendorf,Gas,4
17463,Lignières,Gas,4
17464,Hagenbuch,Fernwärme,4
17465,Reigoldswil,Gas,4
17466,Zuchwil,Wasser,4
17467,Unterbäch,Sonne,4
17468,Cuarnens,Fernwärme,4
17469,Courtepin,Fernwärme,4
17470,Emmetten,Sonne,4
17471,Lindau,Sonne,4
17472,Landiswil,Sonne,4
17473,Unterentfelden,Fernwärme,4
17474,Villars-le-Terroir,Luft,4
17475,Unteriberg,Gas,4
17476,Massongex,Sonne,4
17477,Unteriberg,Wasser,4
17478,Unterkulm,Erdwärme,4
17479,Jenaz,Fernwärme,4
17480,Hofstetten-Flüh,Fernwärme,4
17481,Feldbrunnen-St. Niklaus,Erdwärme,4
17482,Masein,Sonne,4
17483,Dully,Gas,4
17484,Jenins,Luft,4
17485,Mauensee,Erdwärme,4
17486,Mauensee,Gas,4
17487,Basse-Allaine,Keine,4
17488,Turbenthal,Luft,4
17489,La Verrerie,Fernwärme,4
17490,Eschenbach (LU),Luft,4
17491,Weisslingen,Erdwärme,4
17492,Gempen,Gas,4
17493,Crans (VD),Fernwärme,4
17494,Villarzel,Luft,4
17495,Andeer,Fernwärme,4
17496,Saas-Balen,Luft,4
17497,Ardon,Wasser,4
17498,Saas-Balen,Erdwärme,4
17499,Mellikon,Keine,4
17500,Melide,Keine,4
17501,Hitzkirch,Sonne,4
17502,Hallau,Erdwärme,4
17503,Tévenon,Gas,4
17504,Cressier (FR),Keine,4
17505,Glarus,Sonne,4
17506,Meiringen,Gas,4
17507,S-chanf,Fernwärme,4
17508,Ueberstorf,Sonne,4
17509,Cronay,Fernwärme,4
17510,Villarsel-sur-Marly,Holz,4
17511,Meierskappel,Fernwärme,4
17512,Emmetten,Gas,4
17513,Rüttenen,Erdwärme,4
17514,Wegenstetten,Luft,4
17515,Bassersdorf,Erdwärme,4
17516,Lignerolle,Unbestimmt,4
17517,Tujetsch,Sonne,4
17518,Kestenholz,Gas,4
17519,Yens,Erdwärme,4
17520,Blatten,Erdwärme,4
17521,Cama,Erdwärme,4
17522,Schneisingen,Luft,4
17523,Bière,Luft,4
17524,Chevroux,Erdwärme,4
17525,Seuzach,Erdwärme,4
17526,Oberlunkhofen,Elektrizität,4
17527,Greppen,Erdwärme,4
17528,Kerns,Luft,4
17529,Oberlangenegg,Keine,4
17530,Seuzach,Luft,4
17531,Etoy,Sonne,4
17532,Oberlangenegg,Gas,4
17533,Icogne,Erdwärme,4
17534,Oberlangenegg,Fernwärme,4
17535,Wuppenau,Fernwärme,4
17536,Obfelden,Luft,4
17537,Perroy,Fernwärme,4
17538,Ochlenberg,Gas,4
17539,Oberkulm,Fernwärme,4
17540,Grangettes,Elektrizität,4
17541,Oulens-sous-Echallens,Gas,4
17542,Caslano,Sonne,4
17543,Icogne,Fernwärme,4
17544,Schenkon,Luft,4
17545,Eichberg,Fernwärme,4
17546,Freienstein-Teufen,Luft,4
17547,Grangettes,Keine,4
17548,Würenlingen,Ferwärme,4
17549,Ettiswil,Sonne,4
17550,Affoltern im Emmental,Erdwärme,4
17551,Chancy,Keine,4
17552,Ferrera,Keine,4
17553,Sorens,Gas,4
17554,Oberbalm,Luft,4
17555,Fürstenau,Keine,4
17556,Eggersriet,Fernwärme,4
17557,Konolfingen,Wasser,4
17558,Champéry,Keine,4
17559,Schmitten (GR),Keine,4
17560,Schänis,Erdwärme,4
17561,Bioggio,Fernwärme,4
17562,Sorengo,Fernwärme,4
17563,Soral,Keine,4
17564,Personico,Fernwärme,4
17565,Konolfingen,Sonne,4
17566,Agno,Keine,4
17567,Obermumpf,Wasser,4
17568,Schwarzhäusern,Erdwärme,4
17569,Kerns,Erdwärme,4
17570,Bioggio,Luft,4
17571,Aeschi bei Spiez,Fernwärme,4
17572,Grandval,Luft,4
17573,Oekingen,Keine,4
17574,Fey,Erdwärme,4
17575,Schleinikon,Luft,4
17576,Kiesen,Keine,4
17577,Castaneda,Unbestimmt,4
17578,Albula/Alvra,Fernwärme,4
17579,Schüpfheim,Gas,4
17580,Birwinken,Luft,4
17581,Schüpfheim,Erdwärme,4
17582,Canobbio,Keine,4
17583,Yens,Fernwärme,4
17584,Silvaplana,Fernwärme,4
17585,Ferreyres,Keine,4
17586,Castaneda,,4
17587,Penthalaz,Fernwärme,4
17588,Bolken,Keine,4
17589,Eiken,Erdwärme,4
17590,Oberengstringen,Luft,4
17591,Oetwil am See,Gas,4
17592,Boltigen,Sonne,4
17593,Champagne,Luft,4
17594,Grandvillard,Erdwärme,4
17595,Grengiols,Fernwärme,4
17596,Albinen,Keine,4
17597,Obergoms,Gas,4
17598,Bois-d'Amont,Sonne,4
17599,Cazis,Fernwärme,4
17600,Greng,Holz,4
17601,Signau,Luft,4
17602,Aeschi bei Spiez,Gas,4
17603,Oekingen,,4
17604,Oberkirch,Ferwärme,4
17605,Oberiberg,Luft,4
17606,Siglistorf,Elektrizität,4
17607,Cazis,Sonne,4
17608,Chavannes-le-Veyron,Holz,4
17609,Wädenswil,Luft,4
17610,Bogis-Bossey,Fernwärme,4
17611,Champoz,Luft,4
17612,Perly-Certoux,Holz,4
17613,Chamblon,Keine,4
17614,Oberhünigen,Keine,4
17615,Chavannes-le-Veyron,Unbestimmt,4
17616,Epsach,Keine,4
17617,Oensingen,Wasser,4
17618,Granges (Veveyse),Keine,4
17619,Oeschenbach,Elektrizität,4
17620,Schiers,Sonne,4
17621,Egolzwil,Fernwärme,4
17622,Hauteville,Keine,4
17623,Alberswil,Fernwärme,4
17624,Bleienbach,Erdwärme,4
17625,Caslano,Luft,4
17626,Kleinandelfingen,Erdwärme,4
17627,Sembrancher,Keine,4
17628,Senarclens,Holz,4
17629,Oberthal,Fernwärme,4
17630,Chexbres,Luft,4
17631,Chapelle (Glâne),Erdwärme,4
17632,Kleinandelfingen,Fernwärme,4
17633,Orges,Fernwärme,4
17634,Eptingen,Fernwärme,4
17635,Sembrancher,Gas,4
17636,Orges,Gas,4
17637,Etoy,Luft,4
17638,Nyon,Sonne,4
17639,Soyhières,Keine,4
17640,Sempach,Luft,4
17641,Orbe,Erdwärme,4
17642,Oppligen,Erdwärme,4
17643,Sembrancher,Fernwärme,4
17644,Soyhières,Luft,4
17645,Schmitten (FR),Gas,4
17646,Ossingen,Luft,4
17647,Kappelen,Erdwärme,4
17648,Schmitten (FR),Sonne,4
17649,Semsales,Sonne,4
17650,Schwellbrunn,Gas,4
17651,Kestenholz,Keine,4
17652,Oberrüti,Keine,4
17653,Ostermundigen,Wasser,4
17654,Petit-Val,Fernwärme,4
17655,Ostermundigen,Sonne,4
17656,Eggersriet,Wasser,4
17657,Mauensee,Luft,3
17658,Cornaux,Fernwärme,3
17659,Vallorbe,Erdwärme,3
17660,Egliswil,Luft,3
17661,Ziefen,Gas,3
17662,Wiesendangen,Erdwärme,3
17663,Bissone,Holz,3
17664,Kilchberg (ZH),Luft,3
17665,Chavannes-près-Renens,Elektrizität,3
17666,Hofstetten bei Brienz,Fernwärme,3
17667,Häggenschwil,Gas,3
17668,Oberhelfenschwil,Gas,3
17669,Lumnezia,Gas,3
17670,Scuol,Erdwärme,3
17671,Lussy-sur-Morges,Fernwärme,3
17672,Thurnen,Fernwärme,3
17673,Champagne,Sonne,3
17674,Untereggen,Sonne,3
17675,Moudon,Erdwärme,3
17676,Silenen,Sonne,3
17677,Bois-d'Amont,Gas,3
17678,Orselina,Gas,3
17679,Gündlischwand,Luft,3
17680,Saint-Martin (FR),Keine,3
17681,Deitingen,Luft,3
17682,Freimettigen,Gas,3
17683,Saint-Martin (FR),Gas,3
17684,Jussy,Erdwärme,3
17685,Walterswil (BE),Erdwärme,3
17686,Cornaux,Sonne,3
17687,Belmont-sur-Yverdon,Luft,3
17688,Wolfenschiessen,Sonne,3
17689,Corseaux,Fernwärme,3
17690,Belmont-sur-Yverdon,Gas,3
17691,Burgistein,Gas,3
17692,Morrens (VD),Sonne,3
17693,Laupersdorf,Erdwärme,3
17694,Herzogenbuchsee,Sonne,3
17695,Abtwil,Luft,3
17696,Bleienbach,Keine,3
17697,Thundorf,Luft,3
17698,Thundorf,Sonne,3
17699,Laupen,Wasser,3
17700,Puidoux,Luft,3
17701,Ferenbalm,Erdwärme,3
17702,Aefligen,Keine,3
17703,Feusisberg,Sonne,3
17704,Gingins,Erdwärme,3
17705,Matran,Keine,3
17706,Chavannes-le-Veyron,Keine,3
17707,Rütschelen,Erdwärme,3
17708,Dotzigen,Wasser,3
17709,Oensingen,Erdwärme,3
17710,Luzein,Erdwärme,3
17711,Quarten,Gas,3
17712,Furna,Elektrizität,3
17713,Oberiberg,Fernwärme,3
17714,Montanaire,Erdwärme,3
17715,Bister,Heizöl,3
17716,Basadingen-Schlattingen,Erdwärme,3
17717,Grindel,Keine,3
17718,Orbe,Sonne,3
17719,Widen,Luft,3
17720,Greifensee,Erdwärme,3
17721,Avusy,Luft,3
17722,Mauraz,Holz,3
17723,Mauraz,Keine,3
17724,Schlierbach,Luft,3
17725,Russin,Keine,3
17726,Grône,Fernwärme,3
17727,Walzenhausen,Sonne,3
17728,Damphreux,Elektrizität,3
17729,Widen,Fernwärme,3
17730,Bözberg,Erdwärme,3
17731,Schupfart,Fernwärme,3
17732,Lutry,Sonne,3
17733,Arbedo-Castione,Fernwärme,3
17734,Bellwald,Sonne,3
17735,Fulenbach,Luft,3
17736,Walterswil (SO),Elektrizität,3
17737,Lumnezia,Fernwärme,3
17738,Montreux,Sonne,3
17739,Oeschenbach,Fernwärme,3
17740,Kippel,Keine,3
17741,Juriens,Gas,3
17742,Hochwald,Fernwärme,3
17743,Montpreveyres,Erdwärme,3
17744,Aclens,Erdwärme,3
17745,Jens,Erdwärme,3
17746,Signy-Avenex,Luft,3
17747,Wauwil,Fernwärme,3
17748,Matran,Sonne,3
17749,Montilliez,Fernwärme,3
17750,Gündlischwand,Unbestimmt,3
17751,Signy-Avenex,Holz,3
17752,Givisiez,Sonne,3
17753,Bremblens,Luft,3
17754,Oberhünigen,Elektrizität,3
17755,Péry-La Heutte,Gas,3
17756,Oensingen,Luft,3
17757,Böztal,Sonne,3
17758,Widnau,Wasser,3
17759,Saint-Gingolph,Luft,3
17760,Homberg,Luft,3
17761,Kehrsatz,Gas,3
17762,Moutier,Fernwärme,3
17763,Benken (ZH),Erdwärme,3
17764,Zuzwil (BE),Keine,3
17765,Prato (Leventina),Keine,3
17766,Matzingen,Erdwärme,3
17767,Walliswil bei Niederbipp,Elektrizität,3
17768,Rougemont,Luft,3
17769,Lovatens,Unbestimmt,3
17770,Canobbio,Fernwärme,3
17771,La Brillaz,Sonne,3
17772,Rougemont,Sonne,3
17773,Gontenschwil,Luft,3
17774,Altikon,Erdwärme,3
17775,Schwadernau,Fernwärme,3
17776,Schlatt-Haslen,Luft,3
17777,Bregaglia,Fernwärme,3
17778,Prato (Leventina),Gas,3
17779,Bolken,,3
17780,Wölflinswil,Keine,3
17781,Jenins,Erdwärme,3
