,Gemeinde,Energiequelle,Anzahl
10325,Ferreyres,Gas,34
10326,Orpund,Luft,34
10327,Feusisberg,Elektrizität,34
10328,Meisterschwanden,Erdwärme,34
10329,Corbières,Luft,34
10330,Welschenrohr-Gänsbrunnen,Unbestimmt,34
10331,Sirnach,Luft,34
10332,Meggen,Erdwärme,34
10333,Lampenberg,Holz,34
10334,Ramsen,Luft,34
10335,Kallern,Holz,34
10336,Missy,Unbestimmt,34
10337,Steinen,Elektrizität,34
10338,Rances,Holz,34
10339,Zeneggen,Elektrizität,34
10340,Dorénaz,,34
10341,Niederbüren,Fernwärme,34
10342,Romanshorn,Erdwärme,34
10343,Oberegg,Elektrizität,34
10344,Premier,Holz,34
10345,Seftigen,Fernwärme,34
10346,Seftigen,Elektrizität,34
10347,Heimberg,Luft,34
10348,L'Abergement,Heizöl,34
10349,Einsiedeln,Sonne,34
10350,Bürchen,Luft,34
10351,Oberriet (SG),Elektrizität,34
10352,Oberried am Brienzersee,Unbestimmt,34
10353,Vuadens,Luft,34
10354,Val Müstair,,34
10355,Wangen-Brüttisellen,Elektrizität,34
10356,Mammern,Unbestimmt,34
10357,Balm bei Günsberg,Heizöl,34
10358,Ferenbalm,Elektrizität,34
10359,Bözberg,Keine,34
10360,Bremgarten bei Bern,Keine,34
10361,Neyruz (FR),Erdwärme,34
10362,Valbroye,Fernwärme,34
10363,Reute (AR),Gas,34
10364,Pully,Erdwärme,34
10365,Hasle (LU),Keine,34
10366,Erlach,Holz,34
10367,Neunforn,Keine,34
10368,Tramelan,Elektrizität,34
10369,Seuzach,Fernwärme,34
10370,Niederbipp,Keine,34
10371,Steckborn,Elektrizität,34
10372,Ursins,Heizöl,34
10373,Stein am Rhein,Holz,34
10374,Wenslingen,Fernwärme,34
10375,Bichelsee-Balterswil,Gas,34
10376,Val Mara,Holz,34
10377,Bois-d'Amont,Keine,34
10378,Vucherens,Gas,34
10379,Speicher,Elektrizität,34
10380,Neftenbach,Elektrizität,34
10381,Safiental,Elektrizität,34
10382,Iffwil,Holz,34
10383,Muri bei Bern,Erdwärme,34
10384,Bargen (BE),Luft,34
10385,Göschenen,Elektrizität,34
10386,Bürglen (UR),Keine,34
10387,Binningen,Elektrizität,34
10388,Buchegg,Luft,34
10389,Châtel-Saint-Denis,Keine,34
10390,Ehrendingen,Elektrizität,34
10391,Binningen,Luft,34
10392,Trin,Elektrizität,34
10393,Rapperswil-Jona,Luft,34
10394,Samedan,Holz,34
10395,Rüegsau,Luft,34
10396,Onnens (VD),Unbestimmt,34
10397,Epsach,Holz,34
10398,Brütten,Elektrizität,34
10399,Rüdtligen-Alchenflüh,Holz,34
10400,Mönthal,Holz,34
10401,Graben,Heizöl,34
10402,Buckten,Holz,34
10403,Seeberg,Luft,34
10404,Champoz,Holz,34
10405,Wald (AR),Keine,34
10406,Hallwil,Holz,34
10407,Hergiswil bei Willisau,Fernwärme,33
10408,Naters,Fernwärme,33
10409,Niederweningen,Fernwärme,33
10410,Niedergösgen,,33
10411,Volken,Heizöl,33
10412,Stein (AG),Wasser,33
10413,Diemtigen,Fernwärme,33
10414,Lohn-Ammannsegg,Erdwärme,33
10415,Neyruz (FR),Holz,33
10416,Lüterswil-Gächliwil,Holz,33
10417,Surses,Fernwärme,33
10418,Thalheim an der Thur,Keine,33
10419,Murten,Keine,33
10420,Les Breuleux,Luft,33
10421,Riemenstalden,Holz,33
10422,Suscévaz,Heizöl,33
10423,Güttingen,Elektrizität,33
10424,Rossinière,Elektrizität,33
10425,Tartegnin,,33
10426,Lütisburg,Gas,33
10427,Subingen,Holz,33
10428,Auw,Elektrizität,33
10429,Chêne-Pâquier,,33
10430,Chénens,Luft,33
10431,Mörigen,Elektrizität,33
10432,Chêne-Bourg,Elektrizität,33
10433,Rottenschwil,Holz,33
10434,Lütschental,Heizöl,33
10435,Rothenthurm,Fernwärme,33
10436,Goumoëns,Elektrizität,33
10437,Cressier (NE),Gas,33
10438,Andelfingen,Erdwärme,33
10439,Puidoux,Keine,33
10440,Wohlen (AG),Luft,33
10441,Schlatt (TG),Elektrizität,33
10442,Fraubrunnen,Erdwärme,33
10443,Perly-Certoux,,33
10444,Zufikon,Keine,33
10445,Miglieglia,Unbestimmt,33
10446,Cadenazzo,Gas,33
10447,Altstätten,Erdwärme,33
10448,Eggersriet,Elektrizität,33
10449,Safenwil,Fernwärme,33
10450,Siglistorf,Holz,33
10451,Boncourt,Holz,33
10452,Zwingen,Fernwärme,33
10453,Bolligen,Keine,33
10454,Wassen,Elektrizität,33
10455,Maienfeld,Elektrizität,33
10456,Jussy,,33
10457,Mauborget,Heizöl,33
10458,Eglisau,Keine,33
10459,Merenschwand,Erdwärme,33
10460,Bourg-en-Lavaux,Keine,33
10461,Utzenstorf,Keine,33
10462,Oberdiessbach,Luft,33
10463,Malans,Elektrizität,33
10464,Bedigliora,Holz,33
10465,Mont-la-Ville,Unbestimmt,33
10466,Broc,Luft,33
10467,Wiler (Lötschen),,33
10468,Wiliberg,Unbestimmt,33
10469,Arbaz,Keine,33
10470,Jongny,Holz,33
10471,Gais,Gas,33
10472,Schwadernau,Unbestimmt,33
10473,Rafz,Elektrizität,33
10474,Frauenkappelen,Elektrizität,33
10475,Oberengstringen,Keine,33
10476,Hemberg,Elektrizität,33
10477,Jorat-Mézières,Keine,33
10478,Courgevaux,Elektrizität,33
10479,Zizers,Keine,33
10480,Allmendingen,Elektrizität,33
10481,Koppigen,Elektrizität,33
10482,Mellingen,Keine,33
10483,Ederswiler,Heizöl,33
10484,Eschenbach (SG),Sonne,33
10485,Birmenstorf (AG),Gas,33
10486,Matran,Luft,33
10487,Zuzwil (SG),Erdwärme,33
10488,Sauge,Unbestimmt,33
10489,Grono,,33
10490,Erstfeld,Keine,33
10491,La Tour-de-Peilz,Elektrizität,33
10492,Noville,Elektrizität,33
10493,Hausen (AG),Holz,33
10494,Ochlenberg,Heizöl,33
10495,Novalles,,33
10496,Menziken,Luft,33
10497,Eiken,Elektrizität,33
10498,Mirchel,Unbestimmt,33
10499,Oberuzwil,Keine,33
10500,Salgesch,Keine,33
10501,Montfaucon,Unbestimmt,33
10502,Meiringen,Elektrizität,33
10503,Safiental,,33
10504,Le Pâquier (FR),Holz,33
10505,Bäriswil,Holz,33
10506,Prato (Leventina),Unbestimmt,33
10507,Salenstein,Elektrizität,33
10508,Eischoll,Elektrizität,33
10509,Chigny,,33
10510,Oberriet (SG),Luft,33
10511,Zeihen,Elektrizität,33
10512,Thusis,,33
10513,Affeltrangen,Luft,33
10514,Mezzovico-Vira,Gas,33
10515,Eich,Erdwärme,33
10516,Boussens,Keine,33
10517,Arnex-sur-Nyon,,33
10518,Ellikon an der Thur,Holz,33
10519,Erstfeld,,33
10520,Affoltern im Emmental,Unbestimmt,33
10521,Pompaples,Unbestimmt,33
10522,Bavois,Holz,33
10523,Boussens,Elektrizität,33
10524,Genolier,Holz,33
10525,Büron,Keine,33
10526,Uetikon am See,Holz,33
10527,Aarberg,Keine,33
10528,Genolier,Keine,33
10529,Triengen,Fernwärme,33
10530,La Brillaz,Elektrizität,32
10531,Saillon,Luft,32
10532,Altdorf (UR),Erdwärme,32
10533,Sagogn,Elektrizität,32
10534,Obersiggenthal,Keine,32
10535,Laconnex,Unbestimmt,32
10536,Unterschächen,Elektrizität,32
10537,Oltingen,Heizöl,32
10538,Wetzikon (ZH),Erdwärme,32
10539,Gletterens,Holz,32
10540,Schänis,Elektrizität,32
10541,Hünenberg,Elektrizität,32
10542,Wila,Keine,32
10543,Ueberstorf,Luft,32
10544,Muntogna da Schons,Heizöl,32
10545,Wila,Fernwärme,32
10546,Laconnex,Elektrizität,32
10547,Vandoeuvres,Keine,32
10548,Meilen,Fernwärme,32
10549,Cornaux,,32
10550,Bercher,Unbestimmt,32
10551,Boncourt,Luft,32
10552,Diepoldsau,Sonne,32
10553,La Neuveville,Luft,32
10554,Lachen,Keine,32
10555,Attalens,Fernwärme,32
10556,Herzogenbuchsee,Keine,32
10557,Leysin,Keine,32
10558,Chancy,Holz,32
10559,Cerentino,Elektrizität,32
10560,Porrentruy,Keine,32
10561,Kirchberg (BE),Luft,32
10562,Moutier,Keine,32
10563,Rohrbach,Elektrizität,32
10564,Ruswil,Erdwärme,32
10565,Pompaples,Fernwärme,32
10566,Prilly,Keine,32
10567,Bennwil,Holz,32
10568,Bedano,Gas,32
10569,Fiez,Unbestimmt,32
10570,Kallnach,Luft,32
10571,Samnaun,Elektrizität,32
10572,Boulens,Heizöl,32
10573,Uetendorf,Fernwärme,32
10574,Yens,Keine,32
10575,Boécourt,Keine,32
10576,Kappelen,Elektrizität,32
10577,Yvonand,Fernwärme,32
10578,Salgesch,Holz,32
10579,Menziken,Gas,32
10580,Ruswil,Fernwärme,32
10581,Hauenstein-Ifenthal,Holz,32
10582,Saint-Saphorin (Lavaux),Heizöl,32
10583,Mümliswil-Ramiswil,Elektrizität,32
10584,Kirchleerau,Elektrizität,32
10585,Schwellbrunn,Keine,32
10586,Locarno,Keine,32
10587,Lignerolle,Holz,32
10588,Cuarny,Heizöl,32
10589,Essertines-sur-Yverdon,Keine,32
10590,Borex,Unbestimmt,32
10591,Bosco/Gurin,Heizöl,32
10592,Ried-Brig,Luft,32
10593,Kriegstetten,Holz,32
10594,Bremgarten bei Bern,Erdwärme,32
10595,Ersigen,Luft,32
10596,Mettauertal,Luft,32
10597,Steinach,Keine,32
10598,Eggiwil,Elektrizität,32
10599,Botterens,Holz,32
10600,Lohn (SH),Holz,32
10601,Hauterive (FR),Erdwärme,32
10602,Saint-Livres,Holz,32
10603,Büetigen,Holz,32
10604,Boudry,Holz,32
10605,Courtedoux,Luft,32
10606,Sufers,Holz,32
10607,Flumenthal,Holz,32
10608,Confignon,,32
10609,Knutwil,Fernwärme,32
10610,Greng,Unbestimmt,32
10611,Geroldswil,Elektrizität,32
10612,Henggart,Elektrizität,32
10613,Val Müstair,Elektrizität,32
10614,Neyruz (FR),Luft,32
10615,Rüdlingen,Holz,32
10616,Meinisberg,Luft,32
10617,Stallikon,Gas,32
10618,Volketswil,Fernwärme,32
10619,Erlach,Luft,32
10620,Noville,Keine,32
10621,Oberkirch,Elektrizität,32
10622,Humlikon,Fernwärme,32
10623,Guttet-Feschel,Keine,32
10624,Le Mont-sur-Lausanne,Luft,32
10625,Manno,Elektrizität,32
10626,Goldach,Fernwärme,32
10627,Lengnau (BE),Keine,32
10628,Lauenen,Keine,32
10629,Wangen bei Olten,Keine,32
10630,Vufflens-le-Château,Elektrizität,32
10631,Hemishofen,Holz,32
10632,Baden,Erdwärme,32
10633,Bex,Luft,32
10634,Corsier (GE),Elektrizität,32
10635,Walkringen,Unbestimmt,32
10636,Birmensdorf (ZH),Gas,32
10637,Arch,Elektrizität,32
10638,Bure,Elektrizität,32
10639,Sins,Elektrizität,32
10640,Walperswil,Elektrizität,32
10641,Titterten,Holz,32
10642,Mont-la-Ville,Gas,32
10643,Gommiswald,Luft,32
10644,Oberentfelden,Fernwärme,32
10645,Ermensee,Luft,32
10646,Stein am Rhein,Fernwärme,32
10647,Niederglatt,Elektrizität,32
10648,Balsthal,Fernwärme,32
10649,Céligny,Unbestimmt,32
10650,Ettiswil,Keine,32
10651,Flims,Fernwärme,32
10652,Epalinges,Keine,32
10653,Leuggern,Keine,32
10654,Steckborn,Erdwärme,31
10655,Donneloye,Elektrizität,31
10656,Gollion,Elektrizität,31
10657,Rhäzüns,Luft,31
10658,Fräschels,Unbestimmt,31
10659,Meisterschwanden,Luft,31
10660,Hellsau,Heizöl,31
10661,Saint-Maurice,,31
10662,Stäfa,Erdwärme,31
10663,Echichens,Keine,31
10664,Wynau,Luft,31
10665,Dozwil,Gas,31
10666,Villorsonnens,Elektrizität,31
10667,Reisiswil,Holz,31
10668,Büttenhardt,Holz,31
10669,Aegerten,Holz,31
10670,Origlio,Gas,31
10671,Grabs,Sonne,31
10672,Aranno,Unbestimmt,31
10673,Vérossaz,Elektrizität,31
10674,La Sonnaz,Keine,31
10675,Bäriswil,Fernwärme,31
10676,Vevey,Keine,31
10677,Rain,Elektrizität,31
10678,Jonen,Keine,31
10679,Ursenbach,Unbestimmt,31
10680,Drei Höfe,Holz,31
10681,Altdorf (UR),Keine,31
10682,Vionnaz,,31
10683,Sisikon,Holz,31
10684,Salenstein,Fernwärme,31
10685,Aarburg,Luft,31
10686,Ipsach,Keine,31
10687,Felben-Wellhausen,Fernwärme,31
10688,Puidoux,Unbestimmt,31
10689,Lohn-Ammannsegg,Holz,31
10690,Alberswil,Holz,31
10691,Gampelen,Luft,31
10692,Collina d'Oro,Holz,31
10693,Valsot,,31
10694,Lavey-Morcles,Unbestimmt,31
10695,Conthey,Erdwärme,31
10696,Montagny-près-Yverdon,Unbestimmt,31
10697,Muri bei Bern,Luft,31
10698,Häfelfingen,Heizöl,31
10699,Siviriez,Erdwärme,31
10700,Freimettigen,Holz,31
10701,Pieterlen,Luft,31
10702,Muri (AG),Erdwärme,31
10703,Lajoux (JU),Unbestimmt,31
10704,Veysonnaz,Unbestimmt,31
10705,Luthern,Fernwärme,31
10706,Breitenbach,Luft,31
10707,Schaffhausen,Erdwärme,31
10708,Wittenbach,Erdwärme,31
10709,Worben,Keine,31
10710,Aristau,Luft,31
10711,Grimisuat,Holz,31
10712,Collex-Bossy,Gas,31
10713,Soubey,Heizöl,31
10714,Derendingen,,31
10715,Heimenhausen,Elektrizität,31
10716,Flawil,Luft,31
10717,Boniswil,Elektrizität,31
10718,Aarwangen,Luft,31
10719,Dulliken,Keine,31
10720,Bardonnex,Elektrizität,31
10721,Ferpicloz,Heizöl,31
10722,Widnau,Elektrizität,31
10723,Fällanden,Fernwärme,31
10724,Chamoson,Sonne,31
10725,Founex,Keine,31
10726,Hérémence,Keine,31
10727,Aesch (BL),Luft,31
10728,Serravalle,Keine,31
10729,Lengwil,Gas,31
10730,Bettens,Heizöl,31
10731,Val-d'Illiez,Elektrizität,31
10732,Champagne,Unbestimmt,31
10733,Gampel-Bratsch,Keine,31
10734,Villeret,Gas,31
10735,Zeiningen,Elektrizität,31
10736,Novaggio,Holz,31
10737,Gossau (SG),Luft,31
10738,Neuchâtel,Keine,31
10739,Turgi,Unbestimmt,31
10740,Delley-Portalban,Erdwärme,31
10741,Habkern,Elektrizität,31
10742,Chavannes-le-Chêne,Gas,31
10743,Wauwil,Elektrizität,31
10744,Kemmental,Elektrizität,31
10745,Twann-Tüscherz,Keine,31
10746,Thürnen,Holz,31
10747,Villorsonnens,Erdwärme,31
10748,Rapperswil (BE),Elektrizität,31
10749,Bussy-sur-Moudon,Unbestimmt,31
10750,Sarmenstorf,Elektrizität,31
10751,Bellmund,Luft,31
10752,Buseno,Elektrizität,31
10753,Galgenen,Erdwärme,31
10754,Hägglingen,Fernwärme,31
10755,Wäldi,Fernwärme,31
10756,Ascona,Fernwärme,31
10757,Oberweningen,Holz,31
10758,Clos du Doubs,Luft,31
10759,Halten,Holz,31
10760,Romont (FR),Luft,31
10761,Flums,Gas,31
10762,Inkwil,Luft,31
10763,Langnau im Emmental,Luft,31
10764,Grandcour,Elektrizität,30
10765,Buttwil,Elektrizität,30
10766,Pfungen,Keine,30
10767,Le Lieu,Elektrizität,30
10768,Châtel-sur-Montsalvens,Elektrizität,30
10769,Rheinau,Fernwärme,30
10770,Sâles,Elektrizität,30
10771,Lavizzara,Unbestimmt,30
10772,Nunningen,Luft,30
10773,Stammheim,Elektrizität,30
10774,Biel-Benken,Fernwärme,30
10775,Chippis,Unbestimmt,30
10776,Kirchlindach,Erdwärme,30
10777,Nusshof,Heizöl,30
10778,Tenero-Contra,Holz,30
10779,Mönthal,Unbestimmt,30
10780,Hauptwil-Gottshaus,Fernwärme,30
10781,Gonten,Elektrizität,30
10782,Lengnau (BE),Holz,30
10783,Domat/Ems,Fernwärme,30
10784,Thurnen,Elektrizität,30
10785,Schaffhausen,Luft,30
10786,Satigny,Keine,30
10787,Saubraz,Heizöl,30
10788,Uetikon am See,Fernwärme,30
10789,Romont (FR),Erdwärme,30
10790,Aarberg,Luft,30
10791,Häfelfingen,Erdwärme,30
10792,Saxon,Keine,30
10793,Hallau,Elektrizität,30
10794,Tentlingen,Holz,30
10795,Balgach,Sonne,30
10796,Croy,Heizöl,30
10797,Wuppenau,Keine,30
10798,Crésuz,Elektrizität,30
10799,Châtel-Saint-Denis,Fernwärme,30
10800,Stalden (VS),Unbestimmt,30
10801,Prévonloup,,30
10802,Cheyres-Châbles,Gas,30
10803,Le Pâquier (FR),Elektrizität,30
10804,Aarau,Erdwärme,30
10805,Cortaillod,,30
10806,Niederlenz,Luft,30
10807,Maracon,Holz,30
10808,Quarten,Fernwärme,30
10809,Scharans,Elektrizität,30
10810,Diemerswil,Holz,30
10811,Täsch,Unbestimmt,30
10812,Jaun,Unbestimmt,30
10813,Morlon,Unbestimmt,30
10814,Warth-Weiningen,Keine,30
10815,Premier,Heizöl,30
10816,Villigen,Elektrizität,30
10817,Neunkirch,Elektrizität,30
10818,Innerthal,Heizöl,30
10819,Riggisberg,Elektrizität,30
10820,Stetten (SH),Gas,30
10821,Wartau,Sonne,30
10822,Clarmont,,30
10823,Olsberg,Holz,30
10824,Schönengrund,Unbestimmt,30
10825,Meikirch,Erdwärme,30
10826,Zuzwil (SG),Elektrizität,30
10827,Mandach,Heizöl,30
10828,Au (SG),Luft,30
10829,Hochfelden,Holz,30
10830,Onsernone,Keine,30
10831,Onsernone,Unbestimmt,30
10832,Amlikon-Bissegg,Luft,30
10833,Delémont,Erdwärme,30
10834,Wettingen,Fernwärme,30
10835,Ittigen,Fernwärme,30
10836,Moiry,Heizöl,30
10837,Oberrohrdorf,Holz,30
10838,Bleienbach,Luft,30
10839,Heimiswil,Elektrizität,30
10840,Täuffelen,Erdwärme,30
10841,Leukerbad,Keine,30
10842,Dänikon,Holz,30
10843,Misery-Courtion,Holz,30
10844,Wauwil,Keine,30
10845,Ittigen,Keine,30
10846,Böckten,Holz,30
10847,Gams,Luft,30
10848,Neuhausen am Rheinfall,Holz,30
10849,Obfelden,Fernwärme,30
10850,Bettingen,Luft,30
10851,Bretonnières,Holz,30
10852,Oberlunkhofen,Holz,30
10853,La Sonnaz,Erdwärme,30
10854,Amriswil,Luft,30
10855,Marsens,Elektrizität,30
10856,Lüterswil-Gächliwil,Unbestimmt,30
10857,Mézières (FR),Holz,30
10858,Nidau,Holz,30
10859,Oulens-sous-Echallens,Unbestimmt,30
10860,Gams,Gas,30
10861,Zizers,Fernwärme,30
10862,Rebstein,Keine,30
10863,Otelfingen,Elektrizität,30
10864,Grüningen,Keine,30
10865,Alchenstorf,Unbestimmt,30
10866,Mont-sur-Rolle,Holz,30
10867,Dielsdorf,Elektrizität,30
10868,Staufen,Elektrizität,30
10869,Corcelles-le-Jorat,Holz,30
10870,Egerkingen,Elektrizität,30
10871,Grolley,Erdwärme,30
10872,Oberdiessbach,Fernwärme,30
10873,Münchenstein,Luft,30
10874,Remaufens,Gas,30
10875,Courtedoux,Elektrizität,30
10876,Gachnang,Elektrizität,30
10877,Hasle bei Burgdorf,Fernwärme,30
10878,Zuzwil (SG),Luft,30
10879,Celerina/Schlarigna,Keine,30
10880,Teufenthal (AG),Gas,30
10881,Birrwil,Keine,30
10882,Mex (VD),Elektrizität,30
10883,Aarwangen,Keine,30
10884,Massongex,Keine,30
10885,Herbetswil,Fernwärme,30
10886,Allmendingen,Holz,30
10887,Ried-Brig,,30
10888,Romanshorn,Fernwärme,29
10889,Zernez,,29
10890,Zäziwil,Keine,29
10891,Lumino,Holz,29
10892,Reichenburg,Luft,29
10893,Meinier,Unbestimmt,29
10894,Fehren,Holz,29
10895,Bärschwil,,29
10896,Tecknau,Fernwärme,29
10897,Saint-Blaise,Unbestimmt,29
10898,Sévaz,Unbestimmt,29
10899,Auw,Fernwärme,29
10900,Melchnau,Elektrizität,29
10901,Erstfeld,Luft,29
10902,Romainmôtier-Envy,Elektrizität,29
10903,Corbières,Elektrizität,29
10904,Melchnau,Luft,29
10905,Péry-La Heutte,Luft,29
10906,Acquarossa,Fernwärme,29
10907,Märstetten,Keine,29
10908,Corbeyrier,Elektrizität,29
10909,Essertines-sur-Rolle,Holz,29
10910,Frutigen,Luft,29
10911,Homberg,Heizöl,29
10912,Préverenges,Keine,29
10913,Hagenbuch,Elektrizität,29
10914,Froideville,Holz,29
10915,Crans-Montana,Erdwärme,29
10916,Thusis,Keine,29
10917,Flurlingen,Elektrizität,29
10918,Mammern,Holz,29
10919,Belmont-sur-Yverdon,Unbestimmt,29
10920,Duggingen,Luft,29
10921,Rochefort,,29
10922,Treiten,Unbestimmt,29
10923,Andwil (SG),Keine,29
10924,Chavannes-de-Bogis,Unbestimmt,29
10925,Chardonne,Keine,29
10926,Chapelle (Glâne),Unbestimmt,29
10927,Blenio,Gas,29
10928,Cornol,Elektrizität,29
10929,Misery-Courtion,Erdwärme,29
10930,Dierikon,Holz,29
10931,Hindelbank,Luft,29
10932,Seedorf (UR),Luft,29
10933,Wettswil am Albis,Holz,29
10934,La Punt Chamues-ch,Keine,29
10935,Erlinsbach (SO),Elektrizität,29
10936,Bolligen,Luft,29
10937,Gals,Holz,29
10938,Bonaduz,Elektrizität,29
10939,Geuensee,Elektrizität,29
10940,Bachenbülach,Holz,29
10941,Unterseen,Luft,29
10942,Sils im Engadin/Segl,Unbestimmt,29
10943,Obergerlafingen,Holz,29
10944,Evilard,Elektrizität,29
10945,Les Enfers,Heizöl,29
10946,Madiswil,Luft,29
10947,Vully-les-Lacs,Gas,29
10948,Stadel,Keine,29
10949,Erlenbach im Simmental,Luft,29
10950,Maggia,Gas,29
10951,Grandcour,Holz,29
10952,Niederlenz,Erdwärme,29
10953,Stallikon,Fernwärme,29
10954,Cheyres-Châbles,Luft,29
10955,Wald (ZH),Fernwärme,29
10956,Chexbres,Unbestimmt,29
10957,Uttwil,Keine,29
10958,Hägendorf,Elektrizität,29
10959,Vuarrens,Unbestimmt,29
10960,Walkringen,Elektrizität,29
10961,Faoug,Holz,29
10962,Uttwil,Elektrizität,29
10963,Niedergesteln,Elektrizität,29
10964,Dornach,Fernwärme,29
10965,Les Breuleux,Keine,29
10966,Bever,Holz,29
10967,Hilterfingen,Luft,29
10968,Bussigny,Keine,29
10969,Onex,Elektrizität,29
10970,Brünisried,Luft,29
10971,Rheinwald,Keine,29
10972,Lyssach,Unbestimmt,29
10973,Lyssach,Keine,29
10974,Wittnau,Keine,29
10975,Riniken,Holz,29
10976,Glarus Süd,Gas,29
10977,Glarus Süd,Fernwärme,29
10978,Bussy-sur-Moudon,Heizöl,29
10979,Sufers,Keine,29
10980,Bougy-Villars,Unbestimmt,29
10981,Dalpe,Unbestimmt,29
10982,Büttikon,Holz,29
10983,Thalwil,Fernwärme,29
10984,Mauborget,Holz,29
10985,Berneck,Elektrizität,29
10986,Bournens,Elektrizität,29
10987,Büsserach,Gas,29
10988,Mörschwil,Erdwärme,29
10989,Pohlern,Holz,29
10990,Buchholterberg,Luft,29
10991,Sant'Antonino,Holz,29
10992,Gondiswil,Unbestimmt,29
10993,Pontresina,Keine,29
10994,Buochs,Gas,29
10995,Commugny,Erdwärme,29
10996,Hausen (AG),Elektrizität,29
10997,Buchholterberg,Unbestimmt,29
10998,Ecublens (VD),Holz,29
10999,Schiers,,29
11000,Trub,Keine,29
11001,Bossonnens,Erdwärme,29
11002,Unterschächen,Unbestimmt,29
11003,Therwil,Elektrizität,29
11004,La Brillaz,Luft,29
11005,Opfikon,Holz,29
11006,Villarzel,Gas,29
11007,Küssnacht (SZ),Erdwärme,29
11008,Gretzenbach,Gas,29
11009,Troistorrents,Gas,29
11010,Unterkulm,Keine,29
11011,Trubschachen,Elektrizität,29
11012,Roggwil (TG),Elektrizität,29
11013,Courtedoux,Holz,28
11014,Rue,Elektrizität,28
11015,Medel (Lucmagn),Heizöl,28
11016,Monteceneri,Keine,28
11017,Val-d'Illiez,Keine,28
11018,Movelier,Elektrizität,28
11019,Belfaux,Erdwärme,28
11020,Metzerlen-Mariastein,Holz,28
11021,Mervelier,Unbestimmt,28
11022,Dachsen,Elektrizität,28
11023,Thörigen,Elektrizität,28
11024,Monthey,Luft,28
11025,Tresa,Gas,28
11026,Rickenbach (TG),Unbestimmt,28
11027,Avry,Luft,28
11028,Eschlikon,Elektrizität,28
11029,Fisibach,Holz,28
11030,Untervaz,,28
11031,Mels,Sonne,28
11032,Bargen (SH),Unbestimmt,28
11033,Courchavon,Holz,28
11034,Unterengstringen,Keine,28
11035,Givrins,Holz,28
11036,Marly,Fernwärme,28
11037,Holziken,Elektrizität,28
11038,Baltschieder,Keine,28
11039,Lütisburg,Keine,28
11040,Montagny (FR),Erdwärme,28
11041,Treyvaux,Elektrizität,28
11042,Täuffelen,Keine,28
11043,Malters,Erdwärme,28
11044,Treycovagnes,Elektrizität,28
11045,Lavigny,Unbestimmt,28
11046,Villars-sur-Glâne,Keine,28
11047,Rain,Fernwärme,28
11048,Wil (ZH),Elektrizität,28
11049,Altishofen,Keine,28
11050,Wittnau,Elektrizität,28
11051,Siselen,Unbestimmt,28
11052,Breil/Brigels,Luft,28
11053,Rothenbrunnen,Unbestimmt,28
11054,Lindau,Gas,28
11055,Collex-Bossy,Holz,28
11056,Steffisburg,Erdwärme,28
11057,Münchwilen (AG),Keine,28
11058,Prez,Erdwärme,28
11059,Grancia,Elektrizität,28
11060,Gibloux,Keine,28
11061,Galgenen,Luft,28
11062,Wigoltingen,Elektrizität,28
11063,Buchrain,Holz,28
11064,Orpund,Keine,28
11065,Nottwil,Fernwärme,28
11066,Saint-Martin (FR),Elektrizität,28
11067,Giez,Elektrizität,28
11068,Müllheim,Luft,28
11069,Aranno,Holz,28
11070,Embd,Elektrizität,28
11071,Hauteville,Gas,28
11072,Feusisberg,Keine,28
11073,Boudry,,28
11074,Braunau,Luft,28
11075,Aire-la-Ville,Gas,28
11076,Buchholterberg,Elektrizität,28
11077,Astano,Holz,28
11078,Agarn,Elektrizität,28
11079,Pomy,Elektrizität,28
11080,Savosa,Elektrizität,28
11081,Waldstatt,Elektrizität,28
11082,Pont-en-Ogoz,Erdwärme,28
11083,Oberbipp,Keine,28
11084,Neuenhof,Holz,28
11085,Büron,Elektrizität,28
11086,Kirchberg (BE),Keine,28
11087,Bürglen (TG),Fernwärme,28
11088,Pierrafortscha,Heizöl,28
11089,Arzier-Le Muids,Gas,28
11090,Nendaz,Luft,28
11091,Assens,Keine,28
11092,Kemmental,Fernwärme,28
11093,Stetten (AG),Elektrizität,28
11094,Boécourt,Elektrizität,28
11095,Hauptwil-Gottshaus,Luft,28
11096,Soazza,Unbestimmt,28
11097,Neunkirch,Luft,28
11098,Villeneuve (VD),Elektrizität,28
11099,Orny,Unbestimmt,28
11100,Oberdorf (SO),Elektrizität,28
11101,Bremgarten bei Bern,Luft,28
11102,Zihlschlacht-Sitterdorf,Elektrizität,28
11103,Höchstetten,Holz,28
11104,Klosters,Gas,28
11105,Grächen,Unbestimmt,28
11106,Blauen,Elektrizität,28
11107,St. Silvester,Luft,28
11108,Vufflens-le-Château,Unbestimmt,28
11109,Lengwil,Luft,28
11110,Recherswil,,28
11111,Vaux-sur-Morges,Heizöl,28
11112,Bergün Filisur,Keine,28
11113,Rechthalten,Elektrizität,28
11114,Rechthalten,Fernwärme,28
11115,Mutrux,Heizöl,28
11116,Oberwil-Lieli,Keine,28
11117,Frauenkappelen,Unbestimmt,28
11118,Stalden (VS),Luft,28
11119,Lalden,Unbestimmt,28
11120,Inwil,Fernwärme,28
11121,Zwingen,Luft,28
11122,Hagneck,Unbestimmt,28
11123,Avry,Erdwärme,28
11124,Seltisberg,Holz,28
11125,Saanen,Erdwärme,28
11126,Hendschiken,Keine,28
