,Gemeinde,Energiequelle,Anzahl
6033,Wiliberg,Unbestimmt,93
6034,Lully (VD),Gas,93
6035,Aadorf,Elektrizität,93
6036,Finsterhennen,Heizöl,93
6037,Bussnang,Gas,93
6038,Chénens,Heizöl,93
6039,Ballaigues,Heizöl,93
6040,Homberg,Weitere,93
6041,Gletterens,Weitere,93
6042,Alchenstorf,Weitere,93
6043,Ardon,Weitere,93
6044,Gimel,Elektrizität,93
6045,Chavannes-de-Bogis,Heizöl,93
6046,Heiden,Keine,93
6047,Corbières,Weitere,93
6048,Grandvillard,Heizöl,93
6049,Huttwil,Keine,93
6050,Founex,Weitere,92
6051,Gambarogno,Gas,92
6052,Buch am Irchel,Heizöl,92
6053,Tübach,Weitere,92
6054,Blatten,Weitere,92
6055,Presinge,Unbestimmt,92
6056,Buchs (AG),Weitere,92
6057,Staufen,Weitere,92
6058,Isone,Heizöl,92
6059,Gebenstorf,Weitere,92
6060,Balm bei Günsberg,Unbestimmt,92
6061,Inwil,Keine,92
6062,Vevey,Weitere,92
6063,Rümlang,Weitere,92
6064,Saint-Léonard,Heizöl,92
6065,Hauteville,Weitere,92
6066,Bonvillars,Heizöl,92
6067,Ependes (VD),Unbestimmt,92
6068,Boniswil,Weitere,92
6069,Herbetswil,Weitere,92
6070,Vals,Unbestimmt,92
6071,Roche (VD),Heizöl,92
6072,Eptingen,Heizöl,92
6073,Vallorbe,Keine,92
6074,Orpund,Weitere,92
6075,Champéry,Elektrizität,91
6076,Ramsen,Keine,91
6077,Coeuve,Weitere,91
6078,Muntogna da Schons,Unbestimmt,91
6079,Belp,Elektrizität,91
6080,Arnex-sur-Orbe,Gas,91
6081,Kloten,Keine,91
6082,Berikon,Weitere,91
6083,Ammerswil,Heizöl,91
6084,Walliswil bei Niederbipp,Unbestimmt,91
6085,Gossau (ZH),Keine,91
6086,Altnau,Weitere,91
6087,Rheinau,Keine,91
6088,Feldbrunnen-St. Niklaus,Gas,91
6089,Bercher,Heizöl,91
6090,Senarclens,Unbestimmt,91
6091,Unterbäch,Heizöl,91
6092,Oberwil im Simmental,Heizöl,91
6093,Beurnevésin,Unbestimmt,91
6094,Brittnau,Elektrizität,91
6095,Saas-Almagell,Heizöl,91
6096,Neuchâtel,Elektrizität,91
6097,Bettmeralp,Heizöl,91
6098,Cerentino,Weitere,91
6099,Bäriswil,Weitere,91
6100,Bauma,Elektrizität,91
6101,Etagnières,Gas,91
6102,Wiesendangen,Keine,91
6103,Lyssach,Gas,90
6104,Romont (FR),Gas,90
6105,Wengi,Heizöl,90
6106,Chavannes-le-Chêne,Unbestimmt,90
6107,Bussy-sur-Moudon,Unbestimmt,90
6108,Develier,Weitere,90
6109,Valbroye,Keine,90
6110,Morlon,Heizöl,90
6111,Allaman,Heizöl,90
6112,Zeiningen,Weitere,90
6113,Oberrüti,Weitere,90
6114,Coldrerio,Gas,90
6115,Fischbach-Göslikon,Weitere,90
6116,Collonges,Weitere,90
6117,Brot-Plamboz,Weitere,90
6118,Saint-Léonard,Weitere,90
6119,Attalens,Elektrizität,90
6120,Schänis,Gas,90
6121,Othmarsingen,Weitere,90
6122,Forst-Längenbühl,Heizöl,90
6123,Biglen,Weitere,90
6124,Buchs (AG),Elektrizität,90
6125,Dürnten,Elektrizität,90
6126,Kippel,Weitere,90
6127,Starrkirch-Wil,Weitere,90
6128,Pieterlen,Elektrizität,90
6129,Schönengrund,Heizöl,90
6130,Bettingen,Heizöl,89
6131,Servion,Gas,89
6132,Zollikofen,Elektrizität,89
6133,Cadenazzo,Elektrizität,89
6134,Walterswil (SO),Weitere,89
6135,Mesocco,Keine,89
6136,Herzogenbuchsee,Elektrizität,89
6137,Signy-Avenex,Unbestimmt,89
6138,Cugy (FR),Weitere,89
6139,Grossdietwil,Weitere,89
6140,Champagne,Weitere,89
6141,Collonges,Unbestimmt,89
6142,Känerkinden,Weitere,89
6143,Gsteigwiler,Weitere,89
6144,Hofstetten-Flüh,Weitere,89
6145,Arboldswil,Heizöl,89
6146,Dättlikon,Weitere,89
6147,Hellikon,Weitere,89
6148,Schüpfheim,Elektrizität,89
6149,Obfelden,Gas,89
6150,Trélex,Elektrizität,89
6151,Ropraz,Unbestimmt,89
6152,Büetigen,Weitere,89
6153,Gampelen,Weitere,89
6154,Eiken,Weitere,89
6155,Freienstein-Teufen,Keine,88
6156,Matran,Weitere,88
6157,Biezwil,Unbestimmt,88
6158,Horrenbach-Buchen,Weitere,88
6159,Russin,Heizöl,88
6160,Rolle,Keine,88
6161,Eptingen,Weitere,88
6162,Saint-Martin (VS),Heizöl,88
6163,Alberswil,Heizöl,88
6164,Fischingen,Keine,88
6165,Court,Weitere,88
6166,Buchs (SG),Gas,88
6167,Schönengrund,Weitere,88
6168,Zuzgen,Weitere,88
6169,Novazzano,Elektrizität,88
6170,Riddes,Keine,88
6171,Fiesch,Weitere,88
6172,Bühl,Heizöl,88
6173,Schwende-Rüte,Gas,88
6174,Damphreux-Lugnez,Heizöl,88
6175,Dompierre (VD),Unbestimmt,88
6176,Felsberg,Weitere,88
6177,Niederbuchsiten,Weitere,88
6178,Galgenen,Gas,88
6179,Thalheim (AG),Weitere,88
6180,Bioley-Magnoux,Unbestimmt,88
6181,Hendschiken,Weitere,88
6182,Orzens,Unbestimmt,88
6183,Goumoëns,Heizöl,88
6184,Hohentannen,Heizöl,87
6185,Törbel,Heizöl,87
6186,Mammern,Heizöl,87
6187,Soral,Unbestimmt,87
6188,Hellikon,Heizöl,87
6189,Erlach,Weitere,87
6190,Heiligenschwendi,Heizöl,87
6191,Kienberg,Weitere,87
6192,Glattfelden,Weitere,87
6193,Fläsch,Weitere,87
6194,Lotzwil,Weitere,87
6195,Servion,Weitere,87
6196,Paudex,Heizöl,87
6197,Avenches,Keine,87
6198,Molondin,Unbestimmt,87
6199,Reinach (AG),Elektrizität,87
6200,Oberglatt,Weitere,87
6201,Grolley,Weitere,87
6202,Kaisten,Keine,87
6203,Dägerlen,Weitere,87
6204,Bürglen (TG),Keine,87
6205,Le Flon,Weitere,87
6206,Lichtensteig,Weitere,87
6207,Poliez-Pittet,Gas,87
6208,Eglisau,Elektrizität,87
6209,Tobel-Tägerschen,Weitere,87
6210,Vernayaz,Weitere,87
6211,Avry,Weitere,87
6212,Champagne,Heizöl,87
6213,Egerkingen,Weitere,87
6214,Lindau,Keine,87
6215,Oberlangenegg,Weitere,87
6216,Mesocco,Unbestimmt,86
6217,Sils im Engadin/Segl,Weitere,86
6218,Wald (ZH),Elektrizität,86
6219,Vufflens-la-Ville,Heizöl,86
6220,Kilchberg (ZH),Weitere,86
6221,Brienz (BE),Elektrizität,86
6222,Massongex,Unbestimmt,86
6223,Coldrerio,Elektrizität,86
6224,Langenthal,Elektrizität,86
6225,Evilard,Weitere,86
6226,Wegenstetten,Weitere,86
6227,Beckenried,Keine,86
6228,Stettfurt,Heizöl,86
6229,Wengi,Weitere,86
6230,Corcelles-près-Payerne,Weitere,86
6231,Tolochenaz,Gas,86
6232,Visp,Keine,86
6233,Rennaz,Gas,86
6234,Donneloye,Heizöl,86
6235,Bofflens,Unbestimmt,86
6236,Saint-Prex,Elektrizität,86
6237,Spiringen,Elektrizität,86
6238,Sullens,Heizöl,86
6239,Veytaux,Gas,86
6240,Fislisbach,Weitere,86
6241,Wangen bei Olten,Weitere,86
6242,Flawil,Keine,86
6243,Greifensee,Gas,86
6244,Autigny,Heizöl,86
6245,Rütschelen,Weitere,86
6246,Gals,Weitere,86
6247,Erlen,Keine,86
6248,Gränichen,Elektrizität,86
6249,Valeyres-sous-Ursins,Unbestimmt,85
6250,Fischbach,Heizöl,85
6251,Herrliberg,Keine,85
6252,Les Enfers,Unbestimmt,85
6253,Wangen (SZ),Elektrizität,85
6254,Roggenburg,Heizöl,85
6255,Bellmund,Weitere,85
6256,Massongex,Elektrizität,85
6257,Winkel,Weitere,85
6258,Arni (BE),Heizöl,85
6259,Lumino,Elektrizität,85
6260,Guttet-Feschel,Elektrizität,85
6261,Kölliken,Elektrizität,85
6262,Kappelen,Weitere,85
6263,Buchillon,Heizöl,85
6264,Saint-George,Elektrizität,85
6265,Altbüron,Heizöl,85
6266,Spiez,Keine,85
6267,Val-de-Charmey,Elektrizität,85
6268,Lauwil,Weitere,85
6269,Eschert,Heizöl,85
6270,Schlatt (ZH),Weitere,85
6271,Moiry,Unbestimmt,85
6272,Botterens,Heizöl,85
6273,Tévenon,Weitere,85
6274,Riemenstalden,Unbestimmt,85
6275,Brunegg,Gas,85
6276,Uebeschi,Weitere,85
6277,Hergiswil bei Willisau,Heizöl,85
6278,Bedretto,Weitere,84
6279,Satigny,Weitere,84
6280,Bremgarten bei Bern,Gas,84
6281,Dietikon,Elektrizität,84
6282,Safiental,Heizöl,84
6283,Les Montets,Weitere,84
6284,Bretigny-sur-Morrens,Unbestimmt,84
6285,Hersberg,Keine,84
6286,Obfelden,Elektrizität,84
6287,Visp,Elektrizität,84
6288,Luzern,Elektrizität,84
6289,Arbon,Elektrizität,84
6290,Lüterkofen-Ichertswil,Weitere,84
6291,Kriegstetten,Unbestimmt,84
6292,Montpreveyres,Heizöl,84
6293,Attiswil,Weitere,84
6294,Müntschemier,Weitere,84
6295,Pomy,Gas,84
6296,Buchberg,Weitere,84
6297,Gurmels,Elektrizität,84
6298,Cottens (FR),Weitere,84
6299,Hauptwil-Gottshaus,Gas,84
6300,Seengen,Elektrizität,84
6301,Fischbach,Weitere,84
6302,Lyss,Keine,84
6303,Montagny-près-Yverdon,Gas,84
6304,Boppelsen,Keine,83
6305,Meggen,Elektrizität,83
6306,Spiringen,Heizöl,83
6307,Niederhünigen,Weitere,83
6308,Turtmann-Unterems,Elektrizität,83
6309,Belprahon,Heizöl,83
6310,Agiez,Unbestimmt,83
6311,Bursinel,Heizöl,83
6312,Saint-Léonard,Unbestimmt,83
6313,Chiasso,Weitere,83
6314,Uetendorf,Elektrizität,83
6315,Safnern,Weitere,83
6316,Unterengstringen,Gas,83
6317,Neuheim,Weitere,83
6318,Curio,Elektrizität,83
6319,Schönholzerswilen,Heizöl,83
6320,Sutz-Lattrigen,Elektrizität,83
6321,Fräschels,Heizöl,83
6322,Beatenberg,Elektrizität,83
6323,Vaulion,Heizöl,83
6324,Ennetbürgen,Elektrizität,83
6325,Ufhusen,Heizöl,83
6326,Sumiswald,Elektrizität,83
6327,Reichenbach im Kandertal,Keine,83
6328,Ergisch,Unbestimmt,82
6329,Ergisch,Elektrizität,82
6330,Saint-Martin (VS),Keine,82
6331,Röthenbach im Emmental,Heizöl,82
6332,Dorf,Heizöl,82
6333,Sachseln,Elektrizität,82
6334,Rueyres,Unbestimmt,82
6335,Luthern,Heizöl,82
6336,Orpund,Gas,82
6337,Bütschwil-Ganterschwil,Keine,82
6338,Schwende-Rüte,Elektrizität,82
6339,Hüttlingen,Heizöl,82
6340,Villmergen,Keine,82
6341,Châtonnaye,Heizöl,82
6342,Seelisberg,Heizöl,82
6343,Staldenried,Elektrizität,82
6344,Schötz,Elektrizität,82
6345,Pomy,Heizöl,82
6346,Brünisried,Weitere,82
6347,Giornico,Weitere,82
6348,Ormont-Dessous,Elektrizität,82
6349,Lully (FR),Weitere,82
6350,Soubey,Weitere,82
6351,Bottens,Heizöl,82
6352,Oulens-sous-Echallens,Heizöl,82
6353,Ingenbohl,Keine,82
6354,Thalheim an der Thur,Heizöl,82
6355,Rorbas,Weitere,81
6356,Cademario,Elektrizität,81
6357,Pfäfers,Keine,81
6358,Grengiols,Heizöl,81
6359,Prato (Leventina),Heizöl,81
6360,Frauenfeld,Elektrizität,81
6361,Champvent,Gas,81
6362,Lax,Heizöl,81
6363,Sutz-Lattrigen,Weitere,81
6364,Amsoldingen,Weitere,81
6365,Saicourt,Weitere,81
6366,Morges,Weitere,81
6367,Villars-le-Comte,Unbestimmt,81
6368,Rütschelen,Heizöl,81
6369,Aedermannsdorf,Weitere,81
6370,Rothenfluh,Heizöl,81
6371,Rheinau,Weitere,81
6372,Noble-Contrée,Weitere,81
6373,Lützelflüh,Keine,81
6374,Arni (AG),Weitere,81
6375,Arth,Gas,81
6376,Wiler (Lötschen),Weitere,81
6377,Amden,Elektrizität,81
6378,Wagenhausen,Gas,81
6379,Aclens,Gas,81
6380,Meikirch,Elektrizität,81
6381,Beggingen,Heizöl,81
6382,Oppligen,Heizöl,81
6383,Nenzlingen,Heizöl,81
6384,Neggio,Heizöl,81
6385,Uster,Keine,81
6386,Schwarzhäusern,Heizöl,81
6387,Boulens,Unbestimmt,80
6388,Gansingen,Weitere,80
6389,Unterkulm,Elektrizität,80
6390,Bogis-Bossey,Heizöl,80
6391,Tschiertschen-Praden,Elektrizität,80
6392,Genève,Elektrizität,80
6393,Belmont-sur-Lausanne,Weitere,80
6394,Ruswil,Elektrizität,80
6395,Leutwil,Weitere,80
6396,Oppens,Unbestimmt,80
6397,Diessenhofen,Elektrizität,80
6398,Capriasca,Gas,80
6399,Hasliberg,Keine,80
6400,Lucens,Elektrizität,80
6401,Sembrancher,Elektrizität,80
6402,Salmsach,Weitere,80
6403,Flerden,Weitere,80
6404,Sierre,Weitere,80
6405,Saas-Grund,Weitere,80
6406,Langnau am Albis,Weitere,80
6407,Rances,Heizöl,80
6408,Herbligen,Weitere,80
6409,Eschlikon,Keine,80
6410,Hasle bei Burgdorf,Keine,80
6411,Billens-Hennens,Heizöl,80
6412,Pura,Elektrizität,80
6413,Kirchlindach,Elektrizität,80
6414,Niedermuhlern,Weitere,80
6415,Niederrohrdorf,Weitere,80
6416,Fully,Keine,80
6417,Bettenhausen,Weitere,80
6418,Fey,Heizöl,79
6419,Risch,Elektrizität,79
6420,Gondiswil,Heizöl,79
6421,Malters,Keine,79
6422,Raron,Elektrizität,79
6423,Origlio,Elektrizität,79
6424,Albinen,Elektrizität,79
6425,Penthaz,Heizöl,79
6426,Avers,Weitere,79
6427,Ermensee,Heizöl,79
6428,Klingnau,Elektrizität,79
6429,Pont-la-Ville,Heizöl,79
6430,Beggingen,Weitere,79
6431,Romanel-sur-Morges,Unbestimmt,79
6432,Lütschental,Weitere,79
6433,Lussery-Villars,Unbestimmt,79
6434,Castel San Pietro,Weitere,79
6435,Mont-sur-Rolle,Elektrizität,79
6436,Oron,Keine,79
6437,Buchillon,Gas,79
6438,Leibstadt,Elektrizität,79
6439,Derendingen,Weitere,79
6440,Cuarny,Unbestimmt,79
6441,Buchs (ZH),Weitere,79
6442,Kesswil,Heizöl,79
6443,Montfaucon,Weitere,79
6444,Le Locle,Elektrizität,79
6445,Courgenay,Keine,79
6446,Echichens,Weitere,79
6447,Hauteville,Heizöl,79
6448,Aegerten,Weitere,79
6449,Montricher,Heizöl,79
6450,Busswil bei Melchnau,Unbestimmt,79
6451,Collonge-Bellerive,Weitere,79
6452,Inkwil,Weitere,79
6453,Veysonnaz,Elektrizität,79
6454,Steinerberg,Heizöl,79
6455,Thal,Elektrizität,79
6456,Appenzell,Elektrizität,79
6457,Mühlau,Weitere,79
6458,Oberwil-Lieli,Weitere,78
6459,Schlatt-Haslen,Heizöl,78
6460,Dietlikon,Keine,78
6461,Ried bei Kerzers,Weitere,78
6462,Kappel (SO),Gas,78
6463,Provence,Weitere,78
6464,Riaz,Elektrizität,78
6465,Villarzel,Heizöl,78
6466,Möriken-Wildegg,Elektrizität,78
6467,Tolochenaz,Elektrizität,78
6468,Bitsch,Heizöl,78
6469,Leysin,Elektrizität,78
6470,Bedano,Elektrizität,78
6471,Forst-Längenbühl,Weitere,78
6472,Chénens,Weitere,78
6473,Auswil,Weitere,78
6474,Soazza,Weitere,78
6475,Vucherens,Heizöl,78
6476,Uttigen,Weitere,78
6477,Gsteigwiler,Heizöl,78
6478,Matzingen,Keine,78
6479,Luzein,Elektrizität,78
6480,Habkern,Heizöl,78
6481,Wiler bei Utzenstorf,Weitere,78
6482,Roggwil (TG),Gas,78
6483,Valsot,Keine,78
6484,Rüti bei Lyssach,Unbestimmt,78
6485,Lutzenberg,Weitere,78
6486,Bournens,Unbestimmt,78
6487,Montanaire,Elektrizität,78
6488,Sainte-Croix,Elektrizität,78
6489,Kandersteg,Elektrizität,77
6490,Oftringen,Elektrizität,77
6491,Greppen,Heizöl,77
6492,La Sarraz,Elektrizität,77
6493,Zetzwil,Weitere,77
6494,Kerzers,Elektrizität,77
6495,Chamblon,Gas,77
6496,Hochdorf,Elektrizität,77
6497,Clos du Doubs,Elektrizität,77
6498,Saint-Livres,Gas,77
6499,Boncourt,Weitere,77
6500,Villars-le-Terroir,Heizöl,77
6501,Stettfurt,Weitere,77
6502,Melide,Elektrizität,77
6503,Saxon,Gas,77
6504,Langendorf,Weitere,77
6505,Ipsach,Weitere,77
6506,Ottenbach,Elektrizität,77
6507,Roggliswil,Weitere,77
6508,La Chaux-du-Milieu,Weitere,77
6509,Cheseaux-Noréaz,Heizöl,77
6510,Denens,Gas,77
6511,Waltenschwil,Gas,77
6512,Kriechenwil,Heizöl,77
6513,Frick,Keine,77
6514,Opfikon,Keine,77
6515,Himmelried,Weitere,77
6516,Le Grand-Saconnex,Weitere,76
6517,Châtel-Saint-Denis,Gas,76
6518,Port,Gas,76
6519,Forel (Lavaux),Elektrizität,76
6520,Nebikon,Weitere,76
6521,Aubonne,Elektrizität,76
6522,Gollion,Gas,76
6523,Rüeggisberg,Keine,76
6524,L'Abbaye,Elektrizität,76
6525,Château-d'Oex,Keine,76
6526,Ursins,Unbestimmt,76
6527,Nenzlingen,Weitere,76
6528,Leukerbad,Elektrizität,76
6529,Signau,Keine,76
6530,Schönenbuch,Weitere,76
6531,Lajoux (JU),Weitere,76
6532,Hedingen,Elektrizität,76
6533,Riviera,Keine,76
6534,Dielsdorf,Weitere,76
6535,Aesch (ZH),Weitere,76
6536,Twann-Tüscherz,Elektrizität,76
6537,Lampenberg,Heizöl,76
6538,Rheinwald,Heizöl,76
6539,L'Isle,Weitere,76
6540,Buchs (AG),Keine,76
6541,Alpthal,Elektrizität,76
6542,Escholzmatt-Marbach,Keine,76
6543,Treiten,Heizöl,76
6544,Neuheim,Elektrizität,76
6545,Seedorf (UR),Elektrizität,76
6546,La Côte-aux-Fées,Heizöl,76
6547,Glarus,Keine,76
6548,Seehof,Unbestimmt,76
6549,Wettswil am Albis,Elektrizität,76
6550,Herisau,Keine,76
6551,Balgach,Keine,75
6552,Vaulruz,Weitere,75
6553,Balerna,Elektrizität,75
6554,Bois-d'Amont,Elektrizität,75
6555,Tegerfelden,Weitere,75
6556,Bünzen,Weitere,75
6557,Montagny-près-Yverdon,Heizöl,75
6558,Bottenwil,Weitere,75
6559,Gimel,Weitere,75
6560,Onnens (VD),Heizöl,75
6561,Blonay - Saint-Légier,Keine,75
6562,Tschugg,Heizöl,75
6563,Torricella-Taverne,Elektrizität,75
6564,Féchy,Heizöl,75
6565,Walperswil,Weitere,75
6566,Courchapoix,Heizöl,75
6567,Herznach-Ueken,Elektrizität,75
6568,Wisen (SO),Weitere,75
6569,Préverenges,Elektrizität,75
6570,Densbüren,Heizöl,75
6571,Saint-Prex,Weitere,75
6572,Gündlischwand,Weitere,75
6573,Grolley,Elektrizität,75
6574,Maracon,Heizöl,75
6575,Nyon,Elektrizität,75
6576,Courroux,Elektrizität,75
6577,Reiden,Elektrizität,75
6578,Berg (TG),Keine,75
6579,Vitznau,Elektrizität,75
6580,Rickenbach (SO),Weitere,75
6581,La Ferrière,Weitere,75
6582,Hagenbuch,Weitere,75
6583,Oberems,Elektrizität,75
6584,Mönthal,Unbestimmt,75
6585,Froideville,Weitere,75
6586,Guttannen,Weitere,75
6587,Lonay,Elektrizität,75
6588,Wallisellen,Keine,75
6589,Meyrin,Elektrizität,74
6590,Rüschlikon,Weitere,74
6591,Wald (AR),Gas,74
6592,Romont (FR),Elektrizität,74
6593,Roggliswil,Heizöl,74
6594,Estavayer,Keine,74
6595,Allmendingen,Heizöl,74
6596,Rorschach,Keine,74
6597,Duillier,Heizöl,74
6598,Konolfingen,Elektrizität,74
6599,Doppleschwand,Weitere,74
6600,Rickenbach (BL),Heizöl,74
6601,Fideris,Heizöl,74
6602,Mauensee,Weitere,74
6603,Grandval,Heizöl,74
6604,Rubigen,Elektrizität,74
6605,Frick,Elektrizität,74
6606,Châtillon (JU),Heizöl,74
6607,Randa,Heizöl,74
6608,Solothurn,Elektrizität,74
6609,Thônex,Weitere,74
6610,Orvin,Elektrizität,74
6611,Neuendorf,Elektrizität,74
6612,Neuhausen am Rheinfall,Elektrizität,74
6613,Rehetobel,Keine,74
6614,Courgevaux,Weitere,74
6615,Pleigne,Heizöl,74
6616,Herbligen,Heizöl,74
6617,Vernate,Elektrizität,74
6618,Schupfart,Weitere,74
6619,Urmein,Heizöl,74
6620,Winkel,Elektrizität,73
6621,Mirchel,Heizöl,73
6622,Mönthal,Heizöl,73
6623,Jenins,Unbestimmt,73
6624,Hagneck,Heizöl,73
6625,Heimberg,Gas,73
6626,Hilterfingen,Elektrizität,73
6627,Grens,Unbestimmt,73
6628,Granges (Veveyse),Elektrizität,73
6629,Aubonne,Weitere,73
6630,Valbroye,Elektrizität,73
6631,Seeberg,Elektrizität,73
6632,Chavornay,Elektrizität,73
6633,La Côte-aux-Fées,Unbestimmt,73
6634,Liedertswil,Keine,73
6635,Rothenthurm,Elektrizität,73
6636,Seegräben,Gas,73
6637,Bitsch,Elektrizität,73
6638,Remigen,Weitere,73
6639,Bure,Weitere,73
6640,Wassen,Heizöl,73
6641,Rümlingen,Heizöl,73
6642,Vezia,Gas,73
6643,Saanen,Gas,73
6644,Buttwil,Weitere,73
6645,Randa,Weitere,73
6646,Brienz (BE),Keine,73
6647,Liddes,Unbestimmt,73
6648,Weiningen (ZH),Weitere,73
6649,Samedan,Weitere,73
6650,Bonfol,Weitere,73
6651,Bachs,Heizöl,73
6652,Maschwanden,Weitere,73
6653,Pleigne,Weitere,73
6654,Donneloye,Weitere,73
6655,Schangnau,Heizöl,73
6656,Lully (VD),Heizöl,73
6657,Adliswil,Elektrizität,72
6658,Besenbüren,Heizöl,72
6659,Cureglia,Elektrizität,72
6660,Vufflens-le-Château,Heizöl,72
6661,Wimmis,Elektrizität,72
6662,Merzligen,Heizöl,72
6663,Movelier,Weitere,72
6664,Schlierbach,Heizöl,72
6665,Ennetbaden,Weitere,72
6666,Embd,Weitere,72
6667,Le Chenit,Elektrizität,72
6668,Scharans,Heizöl,72
6669,Nusshof,Weitere,72
6670,Kilchberg (BL),Keine,72
6671,Hubersdorf,Weitere,72
6672,Syens,Unbestimmt,72
6673,Suscévaz,Unbestimmt,72
6674,Rorschach,Elektrizität,72
6675,Schüpfheim,Keine,72
6676,Penthaz,Elektrizität,72
6677,Pregny-Chambésy,Elektrizität,72
6678,Gravesano,Elektrizität,72
6679,Raperswilen,Weitere,72
6680,Neuenhof,Elektrizität,72
6681,Valsot,Heizöl,72
6682,Täsch,Weitere,72
6683,Bussigny,Weitere,72
6684,Pully,Weitere,72
6685,Aigle,Elektrizität,72
6686,Leytron,Keine,72
6687,Schöftland,Elektrizität,72
6688,Givrins,Weitere,72
6689,Kaufdorf,Weitere,71
6690,Kernenried,Heizöl,71
6691,Haute-Ajoie,Elektrizität,71
6692,Astano,Elektrizität,71
6693,Paradiso,Gas,71
6694,Arch,Weitere,71
6695,Bretonnières,Unbestimmt,71
6696,Botterens,Weitere,71
6697,Neyruz (FR),Elektrizität,71
6698,Wolhusen,Keine,71
6699,Hohenrain,Elektrizität,71
6700,Ascona,Weitere,71
6701,Möriken-Wildegg,Keine,71
6702,Gingins,Weitere,71
6703,Givisiez,Elektrizität,71
6704,Villeret,Weitere,71
6705,Wiesendangen,Elektrizität,71
6706,Diessbach bei Büren,Weitere,71
6707,Romanel-sur-Lausanne,Elektrizität,71
6708,Courchavon,Heizöl,71
6709,Saint-Gingolph,Unbestimmt,71
6710,Zell (ZH),Elektrizität,71
6711,Montricher,Gas,71
6712,Wilen (TG),Weitere,71
6713,Obergösgen,Gas,71
6714,Oberrieden,Weitere,71
6715,Büsserach,Weitere,71
6716,Aigle,Weitere,71
6717,Mammern,Gas,71
6718,Rheinwald,Elektrizität,71
6719,Fieschertal,Elektrizität,71
6720,Regensdorf,Elektrizität,71
6721,Buch (SH),Weitere,71
6722,Muzzano,Gas,71
6723,Crémines,Weitere,71
6724,Egg,Elektrizität,71
6725,Küssnacht (SZ),Keine,71
6726,Corsier-sur-Vevey,Weitere,71
6727,Berg am Irchel,Heizöl,71
6728,Bellevue,Elektrizität,71
6729,Lostallo,Weitere,71
6730,Loveresse,Heizöl,70
6731,Vuarrens,Heizöl,70
6732,Longirod,Weitere,70
6733,Neerach,Elektrizität,70
6734,Coinsins,Heizöl,70
6735,Biberstein,Weitere,70
6736,Chevilly,Unbestimmt,70
6737,Steg-Hohtenn,Elektrizität,70
6738,Mézières (FR),Weitere,70
6739,Hunzenschwil,Weitere,70
6740,Torricella-Taverne,Gas,70
6741,Bister,Unbestimmt,70
6742,Montagny (FR),Elektrizität,70
6743,Les Verrières,Weitere,70
6744,Varen,Elektrizität,70
6745,Hüntwangen,Weitere,70
6746,Jouxtens-Mézery,Elektrizität,70
6747,Habsburg,Heizöl,70
6748,Rudolfstetten-Friedlisberg,Weitere,70
6749,Küsnacht (ZH),Elektrizität,70
6750,Saint-Sulpice (VD),Weitere,70
6751,Lutry,Keine,70
6752,Rapperswil (BE),Keine,70
6753,Dietwil,Weitere,70
6754,Dietlikon,Weitere,70
6755,Schinznach,Elektrizität,70
6756,Bassins,Elektrizität,70
6757,Schleinikon,Weitere,70
6758,Bergdietikon,Elektrizität,70
6759,Erschwil,Weitere,70
6760,Nidau,Weitere,70
6761,Veysonnaz,Weitere,69
6762,Höchstetten,Unbestimmt,69
6763,Grône,Keine,69
6764,Mettembert,Unbestimmt,69
6765,Le Bémont (JU),Heizöl,69
6766,Därligen,Weitere,69
6767,Regensberg,Heizöl,69
6768,Tobel-Tägerschen,Gas,69
6769,La Roche,Elektrizität,69
6770,Grächen,Elektrizität,69
6771,Killwangen,Weitere,69
6772,Ligerz,Weitere,69
6773,Isone,Elektrizität,69
6774,Crans (VD),Weitere,69
6775,Eggerberg,Heizöl,69
6776,Würenlingen,Keine,69
6777,Veltheim (AG),Weitere,69
6778,La Praz,Unbestimmt,69
6779,Teufenthal (AG),Weitere,69
6780,Egliswil,Gas,69
6781,Bergün Filisur,Elektrizität,69
6782,Hospental,Heizöl,69
6783,Hirschthal,Weitere,69
6784,Schöftland,Keine,69
6785,Penthalaz,Elektrizität,69
6786,Bettwiesen,Gas,69
6787,Corcelles-près-Concise,Heizöl,69
6788,Sierre,Keine,69
6789,Silenen,Elektrizität,69
6790,Wettingen,Keine,69
6791,Faoug,Elektrizität,69
6792,Kienberg,Heizöl,69
6793,Schlierbach,Weitere,69
6794,Vinelz,Elektrizität,69
6795,Solothurn,Keine,69
6796,St. Stephan,Elektrizität,69
6797,Aire-la-Ville,Weitere,69
6798,Cheseaux-Noréaz,Elektrizität,69
6799,Jens,Weitere,69
6800,Dorénaz,Elektrizität,69
6801,Rivaz,Gas,69
6802,Sorvilier,Heizöl,69
6803,Finhaut,Heizöl,68
6804,Galgenen,Elektrizität,68
6805,Bosco/Gurin,Weitere,68
6806,Mont-Tramelan,Unbestimmt,68
6807,Brenzikofen,Heizöl,68
6808,Gams,Keine,68
6809,Islisberg,Heizöl,68
6810,Regensberg,Unbestimmt,68
6811,Obersaxen Mundaun,Keine,68
6812,Courtepin,Gas,68
6813,Falera,Weitere,68
6814,Verzasca,Keine,68
6815,Cuarnens,Gas,68
6816,Corcelles-le-Jorat,Heizöl,68
6817,Schmiedrued,Elektrizität,68
6818,Concise,Weitere,68
6819,Commugny,Weitere,68
6820,Schlatt (ZH),Heizöl,68
6821,Dielsdorf,Gas,68
