,Gemeinde,Energiequelle,Anzahl
5245,Böckten,Heizöl,126
5246,S-chanf,Weitere,126
5247,Vordemwald,Weitere,126
5248,Assens,Gas,126
5249,Dübendorf,Keine,126
5250,Arboldswil,Weitere,126
5251,Vendlincourt,Heizöl,126
5252,Saint-Gingolph,Keine,126
5253,Fahrni,Weitere,126
5254,Blauen,Weitere,126
5255,Trubschachen,Heizöl,126
5256,Muriaux,Heizöl,126
5257,Alpthal,Weitere,126
5258,Delémont,Keine,126
5259,Schwarzenburg,Elektrizität,126
5260,Ramlinsburg,Weitere,126
5261,Gachnang,Weitere,126
5262,Dörflingen,Weitere,126
5263,Tschiertschen-Praden,Heizöl,126
5264,Häggenschwil,Weitere,126
5265,Bannwil,Heizöl,126
5266,Hilterfingen,Weitere,126
5267,Dittingen,Weitere,126
5268,Finhaut,Weitere,125
5269,Tecknau,Heizöl,125
5270,Kesswil,Gas,125
5271,Emmen,Keine,125
5272,Bätterkinden,Weitere,125
5273,Zug,Keine,125
5274,Ramlinsburg,Heizöl,125
5275,Radelfingen,Heizöl,125
5276,Yverdon-les-Bains,Keine,125
5277,Brittnau,Keine,125
5278,Rüdlingen,Heizöl,125
5279,Bogis-Bossey,Unbestimmt,125
5280,Stettlen,Weitere,125
5281,Guttet-Feschel,Heizöl,125
5282,Hauterive (FR),Weitere,125
5283,Eschert,Unbestimmt,124
5284,Auboranges,Unbestimmt,124
5285,Bullet,Weitere,124
5286,Montpreveyres,Unbestimmt,124
5287,Liddes,Elektrizität,124
5288,Waldenburg,Weitere,124
5289,Staldenried,Weitere,124
5290,Hettlingen,Elektrizität,124
5291,Burg im Leimental,Keine,124
5292,Minusio,Weitere,124
5293,Paudex,Unbestimmt,124
5294,Appenzell,Gas,124
5295,Bougy-Villars,Heizöl,124
5296,Prangins,Elektrizität,124
5297,Auw,Weitere,124
5298,Péry-La Heutte,Weitere,124
5299,Perroy,Heizöl,124
5300,Paradiso,Unbestimmt,124
5301,Kleinandelfingen,Weitere,124
5302,Matzendorf,Weitere,124
5303,Rhäzüns,Weitere,123
5304,Lully (FR),Heizöl,123
5305,Givisiez,Heizöl,123
5306,Wallisellen,Elektrizität,123
5307,Boussens,Gas,123
5308,Rheinfelden,Elektrizität,123
5309,Langnau im Emmental,Elektrizität,123
5310,Bülach,Elektrizität,123
5311,Mathod,Unbestimmt,123
5312,Schinznach,Weitere,123
5313,Bauma,Keine,123
5314,Lüterswil-Gächliwil,Unbestimmt,123
5315,Gryon,Gas,123
5316,Buckten,Heizöl,123
5317,Ardon,Gas,123
5318,Savigny,Weitere,123
5319,Zihlschlacht-Sitterdorf,Keine,123
5320,Saint-Gingolph,Elektrizität,123
5321,Ayent,Keine,123
5322,Satigny,Gas,123
5323,Därstetten,Heizöl,123
5324,Hohentannen,Weitere,123
5325,Zwischbergen,Unbestimmt,123
5326,Hergiswil (NW),Weitere,123
5327,Emmetten,Elektrizität,122
5328,Urdorf,Weitere,122
5329,Uesslingen-Buch,Weitere,122
5330,Grüsch,Keine,122
5331,Untereggen,Weitere,122
5332,Schänis,Keine,122
5333,Oberentfelden,Weitere,122
5334,Chapelle (Glâne),Unbestimmt,122
5335,Bischofszell,Keine,122
5336,Nuglar-St. Pantaleon,Weitere,122
5337,Steinhausen,Weitere,122
5338,Gingins,Elektrizität,122
5339,Rickenbach (BL),Weitere,122
5340,Corcelles (BE),Unbestimmt,122
5341,Fiez,Unbestimmt,122
5342,Löhningen,Weitere,122
5343,San Vittore,Unbestimmt,122
5344,Renens (VD),Weitere,122
5345,Arogno,Elektrizität,122
5346,Dorénaz,Heizöl,122
5347,Vitznau,Weitere,122
5348,Conters im Prättigau,Weitere,122
5349,Heimiswil,Heizöl,121
5350,Seuzach,Keine,121
5351,Hausen am Albis,Keine,121
5352,Densbüren,Weitere,121
5353,Ferpicloz,Unbestimmt,121
5354,Saint-Oyens,Unbestimmt,121
5355,Baltschieder,Heizöl,121
5356,Arth,Keine,121
5357,Penthalaz,Heizöl,121
5358,Gränichen,Keine,121
5359,Diepflingen,Heizöl,121
5360,Feldbrunnen-St. Niklaus,Unbestimmt,121
5361,Walterswil (BE),Weitere,121
5362,Schwyz,Gas,121
5363,Prato (Leventina),Elektrizität,121
5364,Selzach,Weitere,121
5365,Morschach,Elektrizität,121
5366,Cormoret,Heizöl,121
5367,Worb,Keine,120
5368,Yvonand,Gas,120
5369,Avegno Gordevio,Weitere,120
5370,Rüschlikon,Keine,120
5371,Assens,Heizöl,120
5372,Lantsch/Lenz,Weitere,120
5373,Hermenches,Unbestimmt,120
5374,Schenkon,Weitere,120
5375,Pratteln,Elektrizität,120
5376,Leutwil,Heizöl,120
5377,Rickenbach (TG),Gas,120
5378,Mezzovico-Vira,Elektrizität,120
5379,Morbio Inferiore,Elektrizität,120
5380,Lampenberg,Weitere,120
5381,Liddes,Heizöl,120
5382,Bovernier,Weitere,120
5383,Zeneggen,Weitere,120
5384,Perrefitte,Heizöl,120
5385,Benken (ZH),Heizöl,120
5386,Hüttikon,Heizöl,120
5387,Mörel-Filet,Weitere,120
5388,Rechthalten,Heizöl,120
5389,Petit-Val,Weitere,120
5390,Würenlingen,Heizöl,119
5391,Grindel,Heizöl,119
5392,Romanshorn,Keine,119
5393,Tentlingen,Weitere,119
5394,Maisprach,Heizöl,119
5395,Wölflinswil,Heizöl,119
5396,La Tène,Keine,119
5397,Diepflingen,Weitere,119
5398,Vals,Elektrizität,119
5399,Spreitenbach,Weitere,119
5400,Wintersingen,Weitere,119
5401,Sonvilier,Weitere,119
5402,Siselen,Heizöl,119
5403,Niedergesteln,Heizöl,119
5404,Dägerlen,Heizöl,119
5405,Thalwil,Elektrizität,119
5406,Flums,Elektrizität,119
5407,Lungern,Elektrizität,119
5408,Ponte Capriasca,Elektrizität,118
5409,Wollerau,Weitere,118
5410,Inkwil,Heizöl,118
5411,Bavois,Heizöl,118
5412,Gränichen,Gas,118
5413,Pfäffikon,Gas,118
5414,Luterbach,Weitere,118
5415,Lengnau (BE),Weitere,118
5416,Hubersdorf,Heizöl,118
5417,Borex,Heizöl,118
5418,Geroldswil,Gas,118
5419,Obergösgen,Weitere,118
5420,Wintersingen,Heizöl,118
5421,Beinwil (Freiamt),Heizöl,118
5422,Sévaz,Unbestimmt,118
5423,Hofstetten bei Brienz,Heizöl,118
5424,Rossinière,Heizöl,118
5425,La Brillaz,Weitere,118
5426,Calanca,Elektrizität,118
5427,Neuenegg,Elektrizität,118
5428,Moudon,Elektrizität,118
5429,San Vittore,Weitere,118
5430,Soral,Heizöl,118
5431,Samnaun,Keine,118
5432,Rechthalten,Weitere,118
5433,Zeihen,Weitere,118
5434,Brusino Arsizio,Elektrizität,118
5435,Schattenhalb,Heizöl,118
5436,Schluein,Heizöl,118
5437,Wallbach,Gas,117
5438,Düdingen,Elektrizität,117
5439,Leuzigen,Weitere,117
5440,Chancy,Unbestimmt,117
5441,Grosshöchstetten,Elektrizität,117
5442,Salenstein,Weitere,117
5443,Mattstetten,Heizöl,117
5444,Eich,Weitere,117
5445,Gals,Heizöl,117
5446,Cureglia,Gas,117
5447,Böckten,Weitere,117
5448,Egliswil,Weitere,117
5449,Sembrancher,Weitere,117
5450,Saint-Maurice,Weitere,117
5451,Aranno,Heizöl,117
5452,Othmarsingen,Gas,117
5453,Hagneck,Unbestimmt,117
5454,Montcherand,Unbestimmt,117
5455,Giornico,Heizöl,117
5456,Unterbäch,Weitere,117
5457,Remigen,Heizöl,117
5458,Leukerbad,Weitere,117
5459,Rossinière,Weitere,117
5460,Chamblon,Unbestimmt,117
5461,Zillis-Reischen,Weitere,117
5462,Aedermannsdorf,Heizöl,117
5463,Jaun,Weitere,117
5464,Bernex,Weitere,117
5465,Laconnex,Heizöl,116
5466,Bätterkinden,Elektrizität,116
5467,Aarburg,Weitere,116
5468,Schöfflisdorf,Keine,116
5469,La Sonnaz,Weitere,116
5470,Kiesen,Heizöl,116
5471,Sursee,Elektrizität,116
5472,Schübelbach,Elektrizität,116
5473,Faoug,Heizöl,116
5474,Céligny,Unbestimmt,116
5475,Courroux,Gas,116
5476,Linden,Heizöl,116
5477,Anwil,Weitere,116
5478,Büren an der Aare,Weitere,116
5479,Marchissy,Unbestimmt,116
5480,Ballaigues,Gas,116
5481,Stocken-Höfen,Weitere,116
5482,Vaulion,Unbestimmt,116
5483,Rifferswil,Weitere,116
5484,Rünenberg,Heizöl,116
5485,Wynau,Weitere,116
5486,Penthéréaz,Unbestimmt,116
5487,Giornico,Elektrizität,116
5488,Fahrwangen,Weitere,116
5489,Chavornay,Weitere,116
5490,Rumisberg,Heizöl,115
5491,Valeyres-sous-Montagny,Heizöl,115
5492,Massongex,Gas,115
5493,Rougemont,Elektrizität,115
5494,Untersiggenthal,Keine,115
5495,Aeugst am Albis,Weitere,115
5496,Mönchaltorf,Weitere,115
5497,Gurzelen,Heizöl,115
5498,Arch,Gas,115
5499,Herdern,Weitere,115
5500,Ursenbach,Heizöl,115
5501,Fétigny,Heizöl,115
5502,Aesch (LU),Heizöl,115
5503,Rifferswil,Heizöl,115
5504,Montreux,Elektrizität,115
5505,Wildberg,Weitere,115
5506,Schwadernau,Heizöl,115
5507,Burtigny,Unbestimmt,115
5508,Etziken,Heizöl,115
5509,La Sonnaz,Heizöl,115
5510,Oltingen,Weitere,115
5511,Suchy,Unbestimmt,115
5512,Santa Maria in Calanca,Weitere,115
5513,Feusisberg,Gas,115
5514,Saint-Gingolph,Weitere,114
5515,Zernez,Elektrizität,114
5516,Cudrefin,Elektrizität,114
5517,Domat/Ems,Weitere,114
5518,Salenstein,Gas,114
5519,Sembrancher,Heizöl,114
5520,Diessenhofen,Weitere,114
5521,Bovernier,Elektrizität,114
5522,Oberbuchsiten,Gas,114
5523,Zufikon,Weitere,114
5524,Varen,Heizöl,114
5525,Hefenhofen,Heizöl,114
5526,Hofstetten bei Brienz,Weitere,114
5527,Grandson,Weitere,114
5528,Illnau-Effretikon,Elektrizität,114
5529,Mönthal,Keine,114
5530,Novaggio,Elektrizität,114
5531,Wil (ZH),Weitere,114
5532,Val-de-Ruz,Elektrizität,114
5533,Morcote,Elektrizität,114
5534,Volketswil,Keine,114
5535,Oberhofen am Thunersee,Weitere,114
5536,Mauensee,Heizöl,114
5537,Torny,Heizöl,114
5538,Giez,Unbestimmt,114
5539,Romont (BE),Unbestimmt,114
5540,Mühleberg,Elektrizität,113
5541,Mollens (VD),Unbestimmt,113
5542,Féchy,Gas,113
5543,Heiligenschwendi,Weitere,113
5544,Magliaso,Elektrizität,113
5545,Küssnacht (SZ),Gas,113
5546,Gunzgen,Weitere,113
5547,Bursinel,Unbestimmt,113
5548,Dagmersellen,Keine,113
5549,Avully,Unbestimmt,113
5550,Wil (SG),Keine,113
5551,Plan-les-Ouates,Weitere,113
5552,Andelfingen,Elektrizität,113
5553,Siblingen,Heizöl,113
5554,Chamoson,Keine,113
5555,Orges,Unbestimmt,113
5556,Roche (VD),Gas,113
5557,Treycovagnes,Unbestimmt,113
5558,Jorat-Mézières,Weitere,113
5559,Lauerz,Weitere,113
5560,Lavertezzo,Elektrizität,113
5561,Wald (AR),Heizöl,113
5562,Schöftland,Weitere,113
5563,Staffelbach,Heizöl,113
5564,Eppenberg-Wöschnau,Unbestimmt,113
5565,Croy,Unbestimmt,113
5566,La Tour-de-Peilz,Weitere,112
5567,Gurzelen,Weitere,112
5568,Iseltwald,Heizöl,112
5569,Rodersdorf,Keine,112
5570,Farnern,Unbestimmt,112
5571,Riniken,Heizöl,112
5572,Lüscherz,Heizöl,112
5573,Rovray,Unbestimmt,112
5574,Oberbipp,Weitere,112
5575,Mervelier,Heizöl,112
5576,Moosleerau,Heizöl,112
5577,Egnach,Keine,112
5578,Uetikon am See,Weitere,112
5579,Sils im Domleschg,Heizöl,112
5580,San Vittore,Heizöl,112
5581,Regensdorf,Keine,112
5582,Hüttwilen,Gas,112
5583,Grono,Weitere,112
5584,Konolfingen,Keine,112
5585,Berlingen,Heizöl,112
5586,Raron,Weitere,112
5587,Vérossaz,Weitere,112
5588,Küsnacht (ZH),Keine,112
5589,Choulex,Unbestimmt,112
5590,Walterswil (SO),Heizöl,112
5591,Oberiberg,Weitere,112
5592,Gommiswald,Keine,112
5593,Sissach,Elektrizität,111
5594,Honau,Unbestimmt,111
5595,Titterten,Weitere,111
5596,Bonaduz,Weitere,111
5597,Walenstadt,Elektrizität,111
5598,Wittnau,Heizöl,111
5599,Basse-Allaine,Weitere,111
5600,Corbeyrier,Heizöl,111
5601,Matran,Heizöl,111
5602,Grandson,Elektrizität,111
5603,Heitenried,Heizöl,111
5604,Schlossrued,Heizöl,111
5605,Seon,Elektrizität,111
5606,Nuglar-St. Pantaleon,Unbestimmt,111
5607,Villars-Sainte-Croix,Unbestimmt,111
5608,La Sarraz,Heizöl,111
5609,Büron,Weitere,111
5610,Pierrafortscha,Unbestimmt,111
5611,Plasselb,Weitere,110
5612,Weggis,Keine,110
5613,Herisau,Elektrizität,110
5614,Champoz,Unbestimmt,110
5615,Steinerberg,Weitere,110
5616,Heitenried,Weitere,110
5617,Innerthal,Weitere,110
5618,Rupperswil,Keine,110
5619,Dorénaz,Unbestimmt,110
5620,Dürrenroth,Heizöl,110
5621,Ardon,Elektrizität,110
5622,Flurlingen,Gas,110
5623,Walliswil bei Wangen,Heizöl,110
5624,Onex,Weitere,110
5625,Rupperswil,Elektrizität,110
5626,Schleinikon,Heizöl,110
5627,Muri (AG),Elektrizität,110
5628,Balsthal,Gas,110
5629,Münsterlingen,Weitere,110
5630,Corminboeuf,Elektrizität,110
5631,Salmsach,Gas,110
5632,Aesch (LU),Weitere,109
5633,Muntelier,Heizöl,109
5634,Sattel,Elektrizität,109
5635,Corgémont,Weitere,109
5636,Gerzensee,Weitere,109
5637,Corbeyrier,Weitere,109
5638,Geuensee,Weitere,109
5639,Duillier,Gas,109
5640,Jaberg,Unbestimmt,109
5641,Bex,Keine,109
5642,Biberstein,Elektrizität,109
5643,Fraubrunnen,Elektrizität,109
5644,Valsot,Unbestimmt,109
5645,Kirchberg (SG),Elektrizität,109
5646,Zuzwil (BE),Heizöl,108
5647,Yens,Heizöl,108
5648,Lyssach,Weitere,108
5649,Lumnezia,Keine,108
5650,Bärschwil,Weitere,108
5651,Schafisheim,Elektrizität,108
5652,Tecknau,Weitere,108
5653,Domat/Ems,Gas,108
5654,Teuffenthal (BE),Unbestimmt,108
5655,Oberembrach,Heizöl,108
5656,Vals,Heizöl,108
5657,Oeschenbach,Unbestimmt,108
5658,Sorengo,Heizöl,108
5659,Silvaplana,Unbestimmt,108
5660,Cuarnens,Unbestimmt,108
5661,La Ferrière,Heizöl,108
5662,Chavannes-sur-Moudon,Unbestimmt,108
5663,Bremgarten bei Bern,Elektrizität,108
5664,Ermensee,Weitere,108
5665,Scheuren,Heizöl,108
5666,Udligenswil,Weitere,107
5667,Premier,Unbestimmt,107
5668,Daillens,Heizöl,107
5669,L'Abbaye,Weitere,107
5670,Eysins,Heizöl,107
5671,Wünnewil-Flamatt,Elektrizität,107
5672,Buch am Irchel,Weitere,107
5673,Brüttelen,Heizöl,107
5674,Bovernier,Heizöl,107
5675,Nyon,Weitere,107
5676,Bernex,Elektrizität,107
5677,St. Ursen,Heizöl,107
5678,Bretzwil,Weitere,107
5679,Stettlen,Elektrizität,107
5680,Escholzmatt-Marbach,Elektrizität,107
5681,La Côte-aux-Fées,Weitere,107
5682,Sils im Engadin/Segl,Unbestimmt,107
5683,Altstätten,Keine,107
5684,La Grande Béroche,Elektrizität,107
5685,Remaufens,Heizöl,107
5686,San Vittore,Elektrizität,107
5687,Niederhelfenschwil,Keine,107
5688,Niedergesteln,Weitere,107
5689,Breitenbach,Gas,107
5690,Birrwil,Weitere,107
5691,Breitenbach,Weitere,107
5692,Brügg,Weitere,106
5693,Vufflens-le-Château,Gas,106
5694,Bolligen,Elektrizität,106
5695,Moudon,Weitere,106
5696,Cartigny,Unbestimmt,106
5697,Oberlunkhofen,Weitere,106
5698,Meilen,Keine,106
5699,Hüntwangen,Keine,106
5700,Staffelbach,Weitere,106
5701,Schwanden bei Brienz,Weitere,106
5702,Egg,Keine,106
5703,Kreuzlingen,Elektrizität,106
5704,Kappel am Albis,Heizöl,106
5705,Wölflinswil,Weitere,106
5706,Yverdon-les-Bains,Elektrizität,106
5707,Saint-Imier,Elektrizität,106
5708,La Neuveville,Weitere,106
5709,Zollikon,Weitere,106
5710,Ligerz,Heizöl,106
5711,Sigriswil,Elektrizität,106
5712,Cossonay,Heizöl,106
5713,Buckten,Weitere,106
5714,La Brévine,Heizöl,106
5715,Wallbach,Weitere,106
5716,Denens,Unbestimmt,106
5717,Wilen (TG),Heizöl,105
5718,Kreuzlingen,Keine,105
5719,Plasselb,Elektrizität,105
5720,Oberwil bei Büren,Weitere,105
5721,Lussy-sur-Morges,Gas,105
5722,Pollegio,Heizöl,105
5723,Flims,Elektrizität,105
5724,Eggersriet,Gas,105
5725,La Punt Chamues-ch,Unbestimmt,105
5726,Uttwil,Weitere,105
5727,Möhlin,Elektrizität,105
5728,Faido,Gas,105
5729,Saubraz,Unbestimmt,105
5730,Turgi,Weitere,105
5731,Münsingen,Elektrizität,105
5732,Nods,Weitere,105
5733,Collonge-Bellerive,Elektrizität,105
5734,Rickenbach (ZH),Weitere,105
5735,Paudex,Gas,105
5736,Vuiteboeuf,Unbestimmt,105
5737,Rossemaison,Heizöl,105
5738,Forel (Lavaux),Weitere,105
5739,Wenslingen,Heizöl,105
5740,Siglistorf,Heizöl,105
5741,Brünisried,Heizöl,105
5742,Bassins,Weitere,105
5743,Grangettes,Unbestimmt,104
5744,Büren (SO),Weitere,104
5745,Tévenon,Heizöl,104
5746,Bergdietikon,Weitere,104
5747,Grossdietwil,Heizöl,104
5748,Bremblens,Unbestimmt,104
5749,Bremgarten (AG),Keine,104
5750,Grächen,Weitere,104
5751,Gelterkinden,Elektrizität,104
5752,Bodio,Elektrizität,104
5753,Alpnach,Elektrizität,104
5754,Gilly,Heizöl,104
5755,Courtelary,Weitere,104
5756,Twann-Tüscherz,Weitere,104
5757,Poliez-Pittet,Unbestimmt,104
5758,Ausserberg,Heizöl,104
5759,Rossa,Elektrizität,104
5760,Weiningen (ZH),Gas,104
5761,Känerkinden,Heizöl,104
5762,Stadel,Weitere,104
5763,Zunzgen,Elektrizität,104
5764,Kesswil,Weitere,104
5765,Wikon,Weitere,104
5766,Jouxtens-Mézery,Heizöl,104
5767,Sullens,Gas,104
5768,Affeltrangen,Keine,104
5769,Mesocco,Heizöl,103
5770,Sainte-Croix,Keine,103
5771,Isérables,Heizöl,103
5772,Sirnach,Keine,103
5773,Böztal,Elektrizität,103
5774,Ferrera,Weitere,103
5775,Buchberg,Heizöl,103
5776,Vals,Weitere,103
5777,Malans,Weitere,103
5778,Berolle,Unbestimmt,103
5779,Laax,Elektrizität,103
5780,Dotzigen,Weitere,103
5781,Kehrsatz,Elektrizität,103
5782,Deitingen,Weitere,103
5783,Boningen,Heizöl,103
5784,Mülligen,Heizöl,103
5785,Muhen,Elektrizität,103
5786,Ferreyres,Unbestimmt,103
5787,Schneisingen,Weitere,103
5788,St. Stephan,Keine,103
5789,Echarlens,Heizöl,103
5790,Berg am Irchel,Weitere,103
5791,Altikon,Heizöl,103
5792,Oberried am Brienzersee,Weitere,103
5793,Trüllikon,Weitere,103
5794,Avenches,Elektrizität,103
5795,Gachnang,Keine,103
5796,Aristau,Weitere,103
5797,Chêne-Bougeries,Weitere,103
5798,Geltwil,Unbestimmt,102
5799,Mergoscia,Elektrizität,102
5800,Zuzgen,Heizöl,102
5801,Niederhasli,Elektrizität,102
5802,Jonen,Weitere,102
5803,Fällanden,Weitere,102
5804,Bleienbach,Heizöl,102
5805,Meiringen,Keine,102
5806,Lostallo,Unbestimmt,102
5807,Cugy (VD),Gas,102
5808,Bolken,Heizöl,102
5809,Saillon,Weitere,102
5810,Mörel-Filet,Heizöl,102
5811,Ferenbalm,Weitere,102
5812,Orbe,Weitere,102
5813,Bottens,Gas,102
5814,Stalden (VS),Weitere,102
5815,Presinge,Heizöl,102
5816,Matran,Gas,102
5817,Unterseen,Elektrizität,102
5818,Grub (AR),Weitere,101
5819,Misery-Courtion,Weitere,101
5820,Wauwil,Weitere,101
5821,Ehrendingen,Weitere,101
5822,Herbetswil,Heizöl,101
5823,Welschenrohr-Gänsbrunnen,Weitere,101
5824,Ronco sopra Ascona,Weitere,101
5825,Borex,Elektrizität,101
5826,Val de Bagnes,Keine,101
5827,Chardonne,Weitere,101
5828,Pailly,Unbestimmt,101
5829,Gy,Heizöl,101
5830,Schlossrued,Weitere,101
5831,Chessel,Unbestimmt,101
5832,Wichtrach,Elektrizität,101
5833,Versoix,Elektrizität,101
5834,Surpierre,Weitere,101
5835,Saint-Saphorin (Lavaux),Unbestimmt,101
5836,Waltenschwil,Weitere,101
5837,Bäretswil,Elektrizität,101
5838,Frauenkappelen,Weitere,101
5839,La Verrerie,Weitere,101
5840,Termen,Weitere,101
5841,Sâles,Weitere,101
5842,Bedigliora,Elektrizität,101
5843,Lavigny,Gas,100
5844,Freienstein-Teufen,Weitere,100
5845,Niederwil (AG),Weitere,100
5846,Merishausen,Heizöl,100
5847,Schlatt (TG),Weitere,100
5848,Rue,Weitere,100
5849,Sagogn,Weitere,100
5850,Ebnat-Kappel,Elektrizität,100
5851,Hägendorf,Gas,100
5852,Matzingen,Weitere,100
5853,Rennaz,Unbestimmt,100
5854,Zumikon,Weitere,100
5855,Ederswiler,Unbestimmt,100
5856,Ogens,Unbestimmt,100
5857,Sorens,Weitere,100
5858,Ponthaux,Heizöl,100
5859,Renan (BE),Weitere,100
5860,Villmergen,Elektrizität,100
5861,Grandfontaine,Heizöl,99
5862,Stein am Rhein,Weitere,99
5863,Acquarossa,Gas,99
5864,Münchenwiler,Heizöl,99
5865,Bubikon,Elektrizität,99
5866,Froideville,Heizöl,99
5867,Neftenbach,Keine,99
5868,Bremblens,Gas,99
5869,Echallens,Weitere,99
5870,Uerkheim,Weitere,99
5871,Härkingen,Weitere,99
5872,Belp,Keine,99
5873,Maur,Gas,99
5874,Breil/Brigels,Elektrizität,99
5875,Savigny,Gas,99
5876,Lommis,Weitere,99
5877,Massagno,Gas,99
5878,Brusio,Heizöl,99
5879,Rohrbachgraben,Weitere,99
5880,Hergiswil (NW),Elektrizität,99
5881,Agno,Elektrizität,99
5882,Bleienbach,Weitere,99
5883,Luins,Unbestimmt,99
5884,Brione sopra Minusio,Weitere,99
5885,Essertines-sur-Rolle,Heizöl,99
5886,Starrkirch-Wil,Gas,99
5887,Villars-Sainte-Croix,Gas,99
5888,Henniez,Unbestimmt,99
5889,Studen (BE),Weitere,99
5890,Homburg,Keine,99
5891,Basadingen-Schlattingen,Keine,99
5892,Bière,Gas,98
5893,Günsberg,Weitere,98
5894,Dürrenäsch,Weitere,98
5895,Le Chenit,Keine,98
5896,Pfäffikon,Elektrizität,98
5897,Lupfig,Weitere,98
5898,Dintikon,Weitere,98
5899,Hundwil,Heizöl,98
5900,Steinmaur,Keine,98
5901,Schupfart,Heizöl,98
5902,Echichens,Elektrizität,98
5903,Dierikon,Heizöl,98
5904,Baulmes,Heizöl,98
5905,Bioggio,Gas,98
5906,Urnäsch,Keine,98
5907,Granges (Veveyse),Heizöl,98
5908,Saint-Martin (FR),Weitere,98
5909,Cugy (VD),Elektrizität,98
5910,Schaffhausen,Keine,98
5911,Unterengstringen,Weitere,98
5912,Rümlang,Keine,98
5913,Trasadingen,Heizöl,98
5914,Zeihen,Heizöl,98
5915,Niederried bei Interlaken,Heizöl,98
5916,Bottenwil,Heizöl,98
5917,Unterentfelden,Elektrizität,98
5918,Willadingen,Unbestimmt,97
5919,Roggwil (BE),Keine,97
5920,Braunau,Heizöl,97
5921,Feldbrunnen-St. Niklaus,Heizöl,97
5922,Lalden,Heizöl,97
5923,Leimbach (AG),Heizöl,97
5924,L'Abergement,Unbestimmt,97
5925,Ferden,Weitere,97
5926,Tramelan,Keine,97
5927,Soyhières,Heizöl,97
5928,Reute (AR),Heizöl,97
5929,Thunstetten,Keine,97
5930,Villars-le-Terroir,Gas,97
5931,Wittinsburg,Weitere,97
5932,Täuffelen,Elektrizität,97
5933,Aarberg,Weitere,97
5934,Heimenhausen,Weitere,97
5935,Strengelbach,Weitere,97
5936,Vernier,Elektrizität,97
5937,Gempen,Weitere,97
5938,Saint-Barthélemy (VD),Gas,97
5939,Lüsslingen-Nennigkofen,Weitere,97
5940,Juriens,Unbestimmt,96
5941,Castaneda,Elektrizität,96
5942,Belmont-Broye,Elektrizität,96
5943,Echichens,Gas,96
5944,Därligen,Heizöl,96
5945,Richterswil,Keine,96
5946,Port-Valais,Weitere,96
5947,Härkingen,Keine,96
5948,Dübendorf,Elektrizität,96
5949,Dallenwil,Elektrizität,96
5950,Seuzach,Elektrizität,96
5951,Benken (ZH),Weitere,96
5952,Seelisberg,Elektrizität,96
5953,Grandvillard,Weitere,96
5954,Bettens,Unbestimmt,96
5955,Wollerau,Elektrizität,96
5956,Porrentruy,Elektrizität,96
5957,Granges-Paccot,Weitere,96
5958,Villars-sous-Yens,Unbestimmt,96
5959,Greng,Unbestimmt,96
5960,Augst,Heizöl,96
5961,Reisiswil,Unbestimmt,96
5962,Saas-Balen,Weitere,96
5963,Saint-Saphorin (Lavaux),Gas,96
5964,Uebeschi,Heizöl,96
5965,Vechigen,Elektrizität,96
5966,Courtepin,Elektrizität,96
5967,Chevroux,Heizöl,96
5968,Maienfeld,Keine,96
5969,Laconnex,Unbestimmt,96
5970,Nusshof,Keine,96
5971,Beinwil (Freiamt),Weitere,95
5972,Grancy,Unbestimmt,95
5973,Jorat-Menthue,Weitere,95
5974,Conthey,Keine,95
5975,Pollegio,Elektrizität,95
5976,Chéserex,Elektrizität,95
5977,Mies,Elektrizität,95
5978,Kirchleerau,Heizöl,95
5979,Bursins,Gas,95
5980,Gland,Elektrizität,95
5981,Hermance,Heizöl,95
5982,Sils im Domleschg,Weitere,95
5983,Renens (VD),Elektrizität,95
5984,Saules (BE),Unbestimmt,95
5985,Vich,Heizöl,95
5986,Niederbipp,Gas,95
5987,Schwyz,Elektrizität,95
5988,Oetwil am See,Keine,95
5989,Windisch,Weitere,95
5990,Unterlangenegg,Heizöl,95
5991,Le Mouret,Elektrizität,95
5992,Simplon,Elektrizität,95
5993,Rüdtligen-Alchenflüh,Gas,95
5994,Dättlikon,Heizöl,95
5995,Zernez,Unbestimmt,95
5996,Uzwil,Keine,95
5997,Aefligen,Heizöl,95
5998,Abtwil,Heizöl,95
5999,Wängi,Keine,94
6000,Bargen (BE),Weitere,94
6001,Le Pâquier (FR),Weitere,94
6002,Jorat-Mézières,Elektrizität,94
6003,Gletterens,Heizöl,94
6004,Lantsch/Lenz,Elektrizität,94
6005,Tamins,Unbestimmt,94
6006,Safiental,Unbestimmt,94
6007,Madulain,Heizöl,94
6008,Trey,Unbestimmt,94
6009,Dinhard,Weitere,94
6010,Fehraltorf,Elektrizität,94
6011,Goumoëns,Gas,94
6012,Cornol,Weitere,94
6013,Schübelbach,Keine,94
6014,Sulgen,Keine,94
6015,Dully,Heizöl,94
6016,Wil (SG),Elektrizität,94
6017,Fläsch,Heizöl,94
6018,Rüschegg,Elektrizität,94
6019,Denges,Heizöl,94
6020,Wohlenschwil,Weitere,94
6021,Rubigen,Gas,94
6022,Trogen,Keine,94
6023,St. Silvester,Weitere,94
6024,Thierachern,Keine,93
6025,Stans,Keine,93
6026,Muralto,Elektrizität,93
6027,Moosseedorf,Weitere,93
6028,Quarten,Elektrizität,93
6029,Saint-George,Weitere,93
6030,Leuggern,Elektrizität,93
6031,Schmerikon,Weitere,93
6032,Prilly,Weitere,93
