Gemeinde,Bauperiode,Energiequelle,Anzahl,GebaeudeTotal
Benken (SG),8022.0,Weitere,13,87
Benken (SG),8022.0,Keine,1,87
Chardonne,8012.0,Unbestimmt,73,168
Chardonne,8012.0,Gas,38,168
Chardonne,8012.0,Heizöl,32,168
Chardonne,8012.0,Weitere,18,168
Chardonne,8012.0,Elektrizität,6,168
Chardonne,8012.0,Keine,1,168
Marsens,8021.0,Unbestimmt,73,100
Marsens,8021.0,Weitere,22,100
Marsens,8021.0,Heizöl,4,100
Marsens,8021.0,Gas,1,100
Rupperswil,8020.0,Unbestimmt,73,117
Rupperswil,8020.0,Gas,37,117
Rupperswil,8020.0,Weitere,5,117
Rupperswil,8020.0,Heizöl,1,117
Rupperswil,8020.0,Keine,1,117
Arogno,8012.0,Heizöl,73,212
Arogno,8012.0,Elektrizität,62,212
Arogno,8012.0,Unbestimmt,43,212
Arogno,8012.0,Weitere,27,212
Arogno,8012.0,Keine,4,212
Arogno,8012.0,Gas,3,212
Meiringen,8021.0,Unbestimmt,73,121
Meiringen,8021.0,Keine,25,121
Meiringen,8021.0,Weitere,18,121
Meiringen,8021.0,Heizöl,4,121
Meiringen,8021.0,Gas,1,121
Langendorf,8015.0,Unbestimmt,73,182
Langendorf,8015.0,Heizöl,57,182
Langendorf,8015.0,Gas,40,182
Langendorf,8015.0,Weitere,6,182
Langendorf,8015.0,Elektrizität,6,182
Meisterschwanden,8019.0,Unbestimmt,73,120
Meisterschwanden,8019.0,Heizöl,37,120
Meisterschwanden,8019.0,Weitere,8,120
Meisterschwanden,8019.0,Elektrizität,1,120
Meisterschwanden,8019.0,Keine,1,120
Echandens,8014.0,Heizöl,72,127
Echandens,8014.0,Unbestimmt,29,127
Echandens,8014.0,Gas,16,127
Echandens,8014.0,Weitere,4,127
Echandens,8014.0,Keine,4,127
Echandens,8014.0,Elektrizität,2,127
Wallisellen,8023.0,Unbestimmt,72,129
Wallisellen,8023.0,Keine,20,129
Wallisellen,8023.0,Weitere,18,129
Wallisellen,8023.0,Gas,18,129
Wallisellen,8023.0,Heizöl,1,129
Niederlenz,8012.0,Heizöl,72,227
Niederlenz,8012.0,Unbestimmt,63,227
Niederlenz,8012.0,Gas,62,227
Niederlenz,8012.0,Weitere,18,227
Niederlenz,8012.0,Elektrizität,12,227
Beromünster,8020.0,Unbestimmt,72,122
Beromünster,8020.0,Weitere,26,122
Beromünster,8020.0,Heizöl,18,122
Beromünster,8020.0,Keine,5,122
Beromünster,8020.0,Gas,1,122
Coeuve,8011.0,Unbestimmt,72,203
Coeuve,8011.0,Heizöl,72,203
Coeuve,8011.0,Weitere,52,203
Coeuve,8011.0,Elektrizität,6,203
Coeuve,8011.0,Keine,1,203
Steinhausen,8016.0,Heizöl,72,174
Steinhausen,8016.0,Unbestimmt,67,174
Steinhausen,8016.0,Elektrizität,14,174
Steinhausen,8016.0,Gas,8,174
Steinhausen,8016.0,Weitere,8,174
Steinhausen,8016.0,Keine,5,174
Kerns,8016.0,Unbestimmt,72,144
Kerns,8016.0,Heizöl,33,144
Kerns,8016.0,Elektrizität,19,144
Kerns,8016.0,Weitere,14,144
Kerns,8016.0,Keine,6,144
Kirchberg (BE),8020.0,Gas,72,171
Kirchberg (BE),8020.0,Unbestimmt,69,171
Kirchberg (BE),8020.0,Heizöl,19,171
Kirchberg (BE),8020.0,Weitere,6,171
Kirchberg (BE),8020.0,Elektrizität,5,171
Biasca,8021.0,Unbestimmt,72,102
Biasca,8021.0,Heizöl,15,102
Biasca,8021.0,Elektrizität,7,102
Biasca,8021.0,Weitere,5,102
Biasca,8021.0,Gas,2,102
Biasca,8021.0,Keine,1,102
Heiden,8014.0,Unbestimmt,72,172
Heiden,8014.0,Heizöl,61,172
Heiden,8014.0,Gas,20,172
Heiden,8014.0,Keine,9,172
Heiden,8014.0,Weitere,7,172
Heiden,8014.0,Elektrizität,3,172
Muri bei Bern,8020.0,Unbestimmt,72,137
Muri bei Bern,8020.0,Gas,47,137
Muri bei Bern,8020.0,Keine,9,137
Muri bei Bern,8020.0,Heizöl,5,137
Muri bei Bern,8020.0,Weitere,4,137
Crans-Montana,8021.0,Unbestimmt,72,217
Crans-Montana,8021.0,Gas,71,217
Crans-Montana,8021.0,Weitere,47,217
Crans-Montana,8021.0,Elektrizität,13,217
Crans-Montana,8021.0,Heizöl,8,217
Crans-Montana,8021.0,Keine,6,217
Illnau-Effretikon,8022.0,Unbestimmt,72,99
Illnau-Effretikon,8022.0,Weitere,14,99
Illnau-Effretikon,8022.0,Keine,9,99
Illnau-Effretikon,8022.0,Gas,2,99
Illnau-Effretikon,8022.0,Heizöl,2,99
Le Mouret,8017.0,Unbestimmt,72,133
Le Mouret,8017.0,Heizöl,26,133
Le Mouret,8017.0,Weitere,18,133
Le Mouret,8017.0,Elektrizität,17,133
Wettswil am Albis,8017.0,Heizöl,72,108
Wettswil am Albis,8017.0,Unbestimmt,31,108
Wettswil am Albis,8017.0,Elektrizität,5,108
Flawil,8023.0,Unbestimmt,72,118
Flawil,8023.0,Keine,25,118
Flawil,8023.0,Gas,13,118
Flawil,8023.0,Weitere,8,118
Aarburg,8019.0,Unbestimmt,72,148
Aarburg,8019.0,Gas,62,148
Aarburg,8019.0,Heizöl,9,148
Aarburg,8019.0,Weitere,2,148
Aarburg,8019.0,Keine,2,148
Aarburg,8019.0,Elektrizität,1,148
Seedorf (UR),8021.0,Unbestimmt,72,84
Seedorf (UR),8021.0,Weitere,7,84
Seedorf (UR),8021.0,Heizöl,4,84
Seedorf (UR),8021.0,Elektrizität,1,84
Collina d'Oro,8011.0,Unbestimmt,72,195
Collina d'Oro,8011.0,Heizöl,64,195
Collina d'Oro,8011.0,Gas,24,195
Collina d'Oro,8011.0,Weitere,17,195
Collina d'Oro,8011.0,Elektrizität,17,195
Collina d'Oro,8011.0,Keine,1,195
Oberdiessbach,8019.0,Unbestimmt,72,137
Oberdiessbach,8019.0,Heizöl,49,137
Oberdiessbach,8019.0,Weitere,13,137
Oberdiessbach,8019.0,Elektrizität,2,137
Oberdiessbach,8019.0,Keine,1,137
Aegerten,8015.0,Heizöl,72,130
Aegerten,8015.0,Unbestimmt,34,130
Aegerten,8015.0,Elektrizität,14,130
Aegerten,8015.0,Weitere,8,130
Aegerten,8015.0,Keine,2,130
Goms,8015.0,Heizöl,72,161
Goms,8015.0,Unbestimmt,39,161
Goms,8015.0,Weitere,28,161
Goms,8015.0,Elektrizität,22,161
Vordemwald,8022.0,Unbestimmt,72,75
Vordemwald,8022.0,Keine,1,75
Vordemwald,8022.0,Weitere,1,75
Vordemwald,8022.0,Heizöl,1,75
Herznach-Ueken,8023.0,Unbestimmt,72,95
Herznach-Ueken,8023.0,Weitere,20,95
Herznach-Ueken,8023.0,Keine,2,95
Herznach-Ueken,8023.0,Elektrizität,1,95
Unterengstringen,8015.0,Heizöl,72,130
Unterengstringen,8015.0,Unbestimmt,42,130
Unterengstringen,8015.0,Weitere,13,130
Unterengstringen,8015.0,Elektrizität,3,130
Oberdiessbach,8013.0,Unbestimmt,72,147
Oberdiessbach,8013.0,Heizöl,58,147
Oberdiessbach,8013.0,Weitere,12,147
Oberdiessbach,8013.0,Elektrizität,5,147
Buchberg,8011.0,Unbestimmt,72,134
Buchberg,8011.0,Weitere,29,134
Buchberg,8011.0,Heizöl,18,134
Buchberg,8011.0,Elektrizität,11,134
Buchberg,8011.0,Keine,4,134
Port-Valais,8016.0,Elektrizität,72,122
Port-Valais,8016.0,Unbestimmt,28,122
Port-Valais,8016.0,Heizöl,18,122
Port-Valais,8016.0,Weitere,4,122
Kirchberg (SG),8019.0,Gas,72,190
Kirchberg (SG),8019.0,Unbestimmt,69,190
Kirchberg (SG),8019.0,Weitere,25,190
Kirchberg (SG),8019.0,Heizöl,16,190
Kirchberg (SG),8019.0,Keine,7,190
Kirchberg (SG),8019.0,Elektrizität,1,190
Rothenburg,8021.0,Unbestimmt,72,127
Rothenburg,8021.0,Gas,32,127
Rothenburg,8021.0,Weitere,19,127
Rothenburg,8021.0,Keine,4,127
Zetzwil,8015.0,Unbestimmt,72,119
Zetzwil,8015.0,Heizöl,43,119
Zetzwil,8015.0,Weitere,2,119
Zetzwil,8015.0,Elektrizität,1,119
Zetzwil,8015.0,Keine,1,119
Seedorf (UR),8013.0,Unbestimmt,72,123
Seedorf (UR),8013.0,Heizöl,26,123
Seedorf (UR),8013.0,Weitere,19,123
Seedorf (UR),8013.0,Elektrizität,4,123
Seedorf (UR),8013.0,Keine,2,123
Vex,8014.0,Heizöl,72,139
Vex,8014.0,Elektrizität,46,139
Vex,8014.0,Weitere,14,139
Vex,8014.0,Unbestimmt,5,139
Vex,8014.0,Gas,2,139
Steg-Hohtenn,8014.0,Unbestimmt,72,153
Steg-Hohtenn,8014.0,Heizöl,60,153
Steg-Hohtenn,8014.0,Weitere,14,153
Steg-Hohtenn,8014.0,Gas,4,153
Steg-Hohtenn,8014.0,Elektrizität,2,153
Steg-Hohtenn,8014.0,Keine,1,153
Kienberg,8011.0,Unbestimmt,72,142
Kienberg,8011.0,Weitere,40,142
Kienberg,8011.0,Heizöl,27,142
Kienberg,8011.0,Elektrizität,2,142
Kienberg,8011.0,Gas,1,142
Wynigen,8012.0,Unbestimmt,72,147
Wynigen,8012.0,Weitere,41,147
Wynigen,8012.0,Heizöl,30,147
Wynigen,8012.0,Elektrizität,4,147
Gibloux,8016.0,Unbestimmt,72,131
Gibloux,8016.0,Elektrizität,22,131
Gibloux,8016.0,Weitere,22,131
Gibloux,8016.0,Heizöl,15,131
Pfungen,8021.0,Unbestimmt,72,92
Pfungen,8021.0,Gas,18,92
Pfungen,8021.0,Heizöl,1,92
Pfungen,8021.0,Weitere,1,92
Oberägeri,8023.0,Unbestimmt,72,92
Oberägeri,8023.0,Weitere,11,92
Oberägeri,8023.0,Keine,8,92
Oberägeri,8023.0,Heizöl,1,92
Risch,8016.0,Unbestimmt,72,183
Risch,8016.0,Heizöl,54,183
Risch,8016.0,Elektrizität,38,183
Risch,8016.0,Weitere,10,183
Risch,8016.0,Gas,9,183
Genolier,8011.0,Unbestimmt,72,113
Genolier,8011.0,Weitere,24,113
Genolier,8011.0,Keine,8,113
Genolier,8011.0,Heizöl,7,113
Genolier,8011.0,Gas,1,113
Genolier,8011.0,Elektrizität,1,113
Bettlach,8019.0,Gas,72,128
Bettlach,8019.0,Unbestimmt,34,128
Bettlach,8019.0,Weitere,12,128
Bettlach,8019.0,Heizöl,9,128
Bettlach,8019.0,Elektrizität,1,128
Hägendorf,8016.0,Unbestimmt,72,169
Hägendorf,8016.0,Heizöl,65,169
Hägendorf,8016.0,Weitere,23,169
Hägendorf,8016.0,Elektrizität,8,169
Hägendorf,8016.0,Gas,1,169
Veyrier,8018.0,Unbestimmt,72,179
Veyrier,8018.0,Gas,62,179
Veyrier,8018.0,Heizöl,38,179
Veyrier,8018.0,Weitere,6,179
Veyrier,8018.0,Elektrizität,1,179
Cudrefin,8023.0,Unbestimmt,72,103
Cudrefin,8023.0,Keine,19,103
Cudrefin,8023.0,Weitere,9,103
Cudrefin,8023.0,Gas,2,103
Cudrefin,8023.0,Elektrizität,1,103
Schmitten (FR),8016.0,Unbestimmt,72,109
Schmitten (FR),8016.0,Heizöl,16,109
Schmitten (FR),8016.0,Weitere,13,109
Schmitten (FR),8016.0,Elektrizität,8,109
Carouge (GE),8015.0,Heizöl,72,150
Carouge (GE),8015.0,Unbestimmt,39,150
Carouge (GE),8015.0,Gas,38,150
Carouge (GE),8015.0,Weitere,1,150
Neuendorf,8018.0,Unbestimmt,72,101
Neuendorf,8018.0,Heizöl,27,101
Neuendorf,8018.0,Gas,2,101
Rüeggisberg,8014.0,Unbestimmt,72,131
Rüeggisberg,8014.0,Heizöl,38,131
Rüeggisberg,8014.0,Weitere,15,131
Rüeggisberg,8014.0,Elektrizität,4,131
Rüeggisberg,8014.0,Keine,2,131
Schenkon,8012.0,Unbestimmt,72,97
Schenkon,8012.0,Weitere,11,97
Schenkon,8012.0,Elektrizität,6,97
Schenkon,8012.0,Heizöl,5,97
Schenkon,8012.0,Keine,2,97
Schenkon,8012.0,Gas,1,97
Gland,8013.0,Unbestimmt,72,170
Gland,8013.0,Heizöl,57,170
Gland,8013.0,Gas,25,170
Gland,8013.0,Elektrizität,10,170
Gland,8013.0,Weitere,4,170
Gland,8013.0,Keine,2,170
Wildhaus-Alt St. Johann,8019.0,Unbestimmt,72,136
Wildhaus-Alt St. Johann,8019.0,Heizöl,47,136
Wildhaus-Alt St. Johann,8019.0,Weitere,14,136
Wildhaus-Alt St. Johann,8019.0,Keine,3,136
Brittnau,8016.0,Unbestimmt,72,119
Brittnau,8016.0,Heizöl,25,119
Brittnau,8016.0,Elektrizität,13,119
Brittnau,8016.0,Gas,5,119
Brittnau,8016.0,Keine,4,119
Val Terbi,8022.0,Unbestimmt,72,84
Val Terbi,8022.0,Weitere,10,84
Val Terbi,8022.0,Keine,2,84
Rebstein,8013.0,Heizöl,72,168
Rebstein,8013.0,Unbestimmt,42,168
Rebstein,8013.0,Gas,41,168
Rebstein,8013.0,Weitere,13,168
Matten bei Interlaken,8013.0,Heizöl,72,166
Matten bei Interlaken,8013.0,Unbestimmt,55,166
Matten bei Interlaken,8013.0,Weitere,18,166
Matten bei Interlaken,8013.0,Gas,13,166
Matten bei Interlaken,8013.0,Elektrizität,5,166
Matten bei Interlaken,8013.0,Keine,3,166
Essertines-sur-Yverdon,8011.0,Unbestimmt,72,182
Essertines-sur-Yverdon,8011.0,Heizöl,56,182
Essertines-sur-Yverdon,8011.0,Weitere,30,182
Essertines-sur-Yverdon,8011.0,Elektrizität,16,182
Essertines-sur-Yverdon,8011.0,Keine,5,182
Essertines-sur-Yverdon,8011.0,Gas,3,182
Dürnten,8019.0,Unbestimmt,72,146
Dürnten,8019.0,Gas,48,146
Dürnten,8019.0,Heizöl,15,146
Dürnten,8019.0,Keine,7,146
Dürnten,8019.0,Weitere,3,146
Dürnten,8019.0,Elektrizität,1,146
Niederbuchsiten,8011.0,Unbestimmt,72,128
Niederbuchsiten,8011.0,Weitere,32,128
Niederbuchsiten,8011.0,Heizöl,20,128
Niederbuchsiten,8011.0,Gas,3,128
Niederbuchsiten,8011.0,Keine,1,128
Weisslingen,8020.0,Unbestimmt,72,121
Weisslingen,8020.0,Heizöl,45,121
Weisslingen,8020.0,Weitere,4,121
Neunkirch,8022.0,Unbestimmt,72,82
Neunkirch,8022.0,Weitere,10,82
Wengi,8011.0,Unbestimmt,72,149
Wengi,8011.0,Heizöl,35,149
Wengi,8011.0,Weitere,35,149
Wengi,8011.0,Keine,5,149
Wengi,8011.0,Elektrizität,2,149
Pfeffingen,8014.0,Heizöl,72,164
Pfeffingen,8014.0,Keine,47,164
Pfeffingen,8014.0,Gas,38,164
Pfeffingen,8014.0,Weitere,7,164
Urtenen-Schönbühl,8013.0,Heizöl,72,135
Urtenen-Schönbühl,8013.0,Unbestimmt,30,135
Urtenen-Schönbühl,8013.0,Keine,15,135
Urtenen-Schönbühl,8013.0,Gas,10,135
Urtenen-Schönbühl,8013.0,Weitere,7,135
Urtenen-Schönbühl,8013.0,Elektrizität,1,135
Bois-d'Amont,8015.0,Unbestimmt,72,166
Bois-d'Amont,8015.0,Heizöl,52,166
Bois-d'Amont,8015.0,Elektrizität,26,166
Bois-d'Amont,8015.0,Weitere,16,166
Erlenbach (ZH),8014.0,Heizöl,72,162
Erlenbach (ZH),8014.0,Unbestimmt,56,162
Erlenbach (ZH),8014.0,Gas,27,162
Erlenbach (ZH),8014.0,Keine,3,162
Erlenbach (ZH),8014.0,Elektrizität,2,162
Erlenbach (ZH),8014.0,Weitere,2,162
Bullet,8011.0,Heizöl,72,181
Bullet,8011.0,Unbestimmt,54,181
Bullet,8011.0,Weitere,43,181
Bullet,8011.0,Elektrizität,7,181
Bullet,8011.0,Gas,3,181
Bullet,8011.0,Keine,2,181
Arbon,8021.0,Unbestimmt,72,153
Arbon,8021.0,Gas,36,153
Arbon,8021.0,Weitere,31,153
Arbon,8021.0,Heizöl,10,153
Arbon,8021.0,Keine,4,153
Assens,8011.0,Unbestimmt,72,172
Assens,8011.0,Heizöl,48,172
Assens,8011.0,Gas,31,172
Assens,8011.0,Weitere,9,172
Assens,8011.0,Elektrizität,6,172
Assens,8011.0,Keine,6,172
Schöftland,8014.0,Unbestimmt,72,137
Schöftland,8014.0,Heizöl,61,137
Schöftland,8014.0,Weitere,2,137
Schöftland,8014.0,Keine,1,137
Schöftland,8014.0,Elektrizität,1,137
Gebenstorf,8020.0,Gas,72,143
Gebenstorf,8020.0,Unbestimmt,71,143
Maggia,8023.0,Unbestimmt,72,79
Maggia,8023.0,Gas,3,79
Maggia,8023.0,Heizöl,2,79
Maggia,8023.0,Weitere,2,79
Unteriberg,8015.0,Heizöl,72,160
Unteriberg,8015.0,Unbestimmt,28,160
Unteriberg,8015.0,Keine,23,160
Unteriberg,8015.0,Elektrizität,19,160
Unteriberg,8015.0,Weitere,18,160
Delley-Portalban,8021.0,Unbestimmt,72,82
Delley-Portalban,8021.0,Weitere,8,82
Delley-Portalban,8021.0,Heizöl,1,82
Delley-Portalban,8021.0,Gas,1,82
Schenkon,8020.0,Unbestimmt,72,104
Schenkon,8020.0,Heizöl,25,104
Schenkon,8020.0,Gas,4,104
Schenkon,8020.0,Weitere,2,104
Schenkon,8020.0,Elektrizität,1,104
Aadorf,8018.0,Gas,72,191
Aadorf,8018.0,Unbestimmt,58,191
Aadorf,8018.0,Heizöl,37,191
Aadorf,8018.0,Weitere,21,191
Aadorf,8018.0,Elektrizität,2,191
Aadorf,8018.0,Keine,1,191
Wald (ZH),8019.0,Unbestimmt,72,105
Wald (ZH),8019.0,Heizöl,21,105
Wald (ZH),8019.0,Keine,6,105
Wald (ZH),8019.0,Weitere,6,105
Bubendorf,8013.0,Heizöl,72,142
Bubendorf,8013.0,Keine,40,142
Bubendorf,8013.0,Weitere,27,142
Bubendorf,8013.0,Elektrizität,3,142
Biberist,8019.0,Gas,72,155
Biberist,8019.0,Unbestimmt,61,155
Biberist,8019.0,Heizöl,16,155
Biberist,8019.0,Weitere,5,155
Biberist,8019.0,Keine,1,155
Airolo,8015.0,Unbestimmt,72,143
Airolo,8015.0,Heizöl,36,143
Airolo,8015.0,Elektrizität,22,143
Airolo,8015.0,Weitere,10,143
Airolo,8015.0,Gas,3,143
Orbe,8014.0,Unbestimmt,72,142
Orbe,8014.0,Heizöl,33,142
Orbe,8014.0,Gas,25,142
Orbe,8014.0,Keine,5,142
Orbe,8014.0,Weitere,4,142
Orbe,8014.0,Elektrizität,3,142
Dottikon,8016.0,Unbestimmt,72,116
Dottikon,8016.0,Heizöl,27,116
Dottikon,8016.0,Elektrizität,9,116
Dottikon,8016.0,Gas,4,116
Dottikon,8016.0,Weitere,3,116
Dottikon,8016.0,Keine,1,116
Deitingen,8022.0,Unbestimmt,72,83
Deitingen,8022.0,Weitere,6,83
Deitingen,8022.0,Gas,4,83
Deitingen,8022.0,Keine,1,83
Walliswil bei Wangen,8011.0,Unbestimmt,72,125
Walliswil bei Wangen,8011.0,Heizöl,24,125
Walliswil bei Wangen,8011.0,Weitere,22,125
Walliswil bei Wangen,8011.0,Elektrizität,7,125
Grindelwald,8019.0,Heizöl,72,212
Grindelwald,8019.0,Unbestimmt,66,212
Grindelwald,8019.0,Weitere,64,212
Grindelwald,8019.0,Elektrizität,6,212
Grindelwald,8019.0,Keine,4,212
Engelberg,8012.0,Heizöl,72,167
Engelberg,8012.0,Weitere,39,167
Engelberg,8012.0,Elektrizität,32,167
Engelberg,8012.0,Unbestimmt,14,167
Engelberg,8012.0,Keine,10,167
Villarzel,8011.0,Unbestimmt,72,166
Villarzel,8011.0,Heizöl,54,166
Villarzel,8011.0,Weitere,14,166
Villarzel,8011.0,Gas,13,166
Villarzel,8011.0,Elektrizität,7,166
Villarzel,8011.0,Keine,6,166
Bözberg,8015.0,Unbestimmt,72,134
Bözberg,8015.0,Heizöl,45,134
Bözberg,8015.0,Elektrizität,10,134
Bözberg,8015.0,Keine,3,134
Bözberg,8015.0,Weitere,3,134
Bözberg,8015.0,Gas,1,134
Belmont-sur-Lausanne,8014.0,Heizöl,72,119
Belmont-sur-Lausanne,8014.0,Unbestimmt,40,119
Belmont-sur-Lausanne,8014.0,Keine,3,119
Belmont-sur-Lausanne,8014.0,Weitere,2,119
Belmont-sur-Lausanne,8014.0,Elektrizität,1,119
Belmont-sur-Lausanne,8014.0,Gas,1,119
Obfelden,8022.0,Unbestimmt,71,77
Obfelden,8022.0,Keine,4,77
Obfelden,8022.0,Weitere,2,77
Schmiedrued,8011.0,Weitere,71,166
Schmiedrued,8011.0,Unbestimmt,58,166
Schmiedrued,8011.0,Heizöl,18,166
Schmiedrued,8011.0,Keine,11,166
Schmiedrued,8011.0,Elektrizität,8,166
Kaiseraugst,8019.0,Gas,71,171
Kaiseraugst,8019.0,Unbestimmt,64,171
Kaiseraugst,8019.0,Weitere,28,171
Kaiseraugst,8019.0,Heizöl,7,171
Kaiseraugst,8019.0,Keine,1,171
St. Margrethen,8017.0,Unbestimmt,71,147
St. Margrethen,8017.0,Gas,41,147
St. Margrethen,8017.0,Heizöl,25,147
St. Margrethen,8017.0,Weitere,9,147
St. Margrethen,8017.0,Elektrizität,1,147
Luzein,8012.0,Unbestimmt,71,143
Luzein,8012.0,Weitere,52,143
Luzein,8012.0,Heizöl,12,143
Luzein,8012.0,Elektrizität,7,143
Luzein,8012.0,Gas,1,143
Schüpfheim,8021.0,Unbestimmt,71,84
Schüpfheim,8021.0,Weitere,9,84
Schüpfheim,8021.0,Heizöl,3,84
Schüpfheim,8021.0,Keine,1,84
Delémont,8016.0,Unbestimmt,71,209
Delémont,8016.0,Gas,65,209
Delémont,8016.0,Heizöl,49,209
Delémont,8016.0,Weitere,18,209
Delémont,8016.0,Elektrizität,5,209
Delémont,8016.0,Keine,1,209
Neuenegg,8021.0,Unbestimmt,71,89
Neuenegg,8021.0,Weitere,11,89
Neuenegg,8021.0,Gas,4,89
Neuenegg,8021.0,Elektrizität,2,89
Neuenegg,8021.0,Heizöl,1,89
Mauensee,8012.0,Unbestimmt,71,88
Mauensee,8012.0,Heizöl,9,88
Mauensee,8012.0,Weitere,7,88
Mauensee,8012.0,Elektrizität,1,88
Hofstetten-Flüh,8021.0,Unbestimmt,71,95
Hofstetten-Flüh,8021.0,Heizöl,18,95
Hofstetten-Flüh,8021.0,Weitere,4,95
Hofstetten-Flüh,8021.0,Keine,1,95
Hofstetten-Flüh,8021.0,Elektrizität,1,95
Wallbach,8021.0,Unbestimmt,71,91
Wallbach,8021.0,Gas,15,91
Wallbach,8021.0,Weitere,5,91
Walzenhausen,8014.0,Unbestimmt,71,163
Walzenhausen,8014.0,Heizöl,50,163
Walzenhausen,8014.0,Elektrizität,26,163
Walzenhausen,8014.0,Gas,10,163
Walzenhausen,8014.0,Weitere,4,163
Walzenhausen,8014.0,Keine,2,163
Glattfelden,8015.0,Unbestimmt,71,144
Glattfelden,8015.0,Heizöl,67,144
Glattfelden,8015.0,Elektrizität,4,144
Glattfelden,8015.0,Weitere,2,144
Safnern,8015.0,Heizöl,71,141
Safnern,8015.0,Unbestimmt,47,141
Safnern,8015.0,Elektrizität,11,141
Safnern,8015.0,Weitere,7,141
Safnern,8015.0,Gas,5,141
Freienbach,8018.0,Gas,71,176
Freienbach,8018.0,Heizöl,45,176
Freienbach,8018.0,Unbestimmt,36,176
Freienbach,8018.0,Weitere,12,176
Freienbach,8018.0,Elektrizität,10,176
Freienbach,8018.0,Keine,2,176
Chalais,8013.0,Heizöl,71,187
Chalais,8013.0,Weitere,37,187
Chalais,8013.0,Elektrizität,31,187
Chalais,8013.0,Gas,25,187
Chalais,8013.0,Unbestimmt,21,187
Chalais,8013.0,Keine,2,187
Daillens,8011.0,Unbestimmt,71,167
Daillens,8011.0,Heizöl,47,167
Daillens,8011.0,Weitere,18,167
Daillens,8011.0,Elektrizität,17,167
Daillens,8011.0,Gas,12,167
Daillens,8011.0,Keine,2,167
Appenzell,8017.0,Heizöl,71,178
Appenzell,8017.0,Keine,52,178
Appenzell,8017.0,Unbestimmt,28,178
Appenzell,8017.0,Weitere,12,178
Appenzell,8017.0,Gas,11,178
Appenzell,8017.0,Elektrizität,4,178
Grenchen,8022.0,Unbestimmt,71,196
Grenchen,8022.0,Gas,61,196
Grenchen,8022.0,Keine,51,196
Grenchen,8022.0,Weitere,13,196
Landquart,8014.0,Heizöl,71,164
Landquart,8014.0,Keine,32,164
Landquart,8014.0,Gas,25,164
Landquart,8014.0,Unbestimmt,19,164
Landquart,8014.0,Weitere,16,164
Landquart,8014.0,Elektrizität,1,164
Gais,8017.0,Unbestimmt,71,124
Gais,8017.0,Heizöl,42,124
Gais,8017.0,Weitere,10,124
Gais,8017.0,Gas,1,124
Buchs (AG),8019.0,Unbestimmt,71,140
Buchs (AG),8019.0,Gas,66,140
Buchs (AG),8019.0,Heizöl,3,140
Grüsch,8012.0,Unbestimmt,71,157
Grüsch,8012.0,Weitere,49,157
Grüsch,8012.0,Heizöl,25,157
Grüsch,8012.0,Keine,7,157
Grüsch,8012.0,Elektrizität,5,157
Untersiggenthal,8017.0,Unbestimmt,71,170
Untersiggenthal,8017.0,Heizöl,61,170
Untersiggenthal,8017.0,Weitere,15,170
Untersiggenthal,8017.0,Gas,14,170
Untersiggenthal,8017.0,Elektrizität,5,170
Untersiggenthal,8017.0,Keine,4,170
Lindau,8014.0,Heizöl,71,136
Lindau,8014.0,Unbestimmt,36,136
Lindau,8014.0,Weitere,25,136
Lindau,8014.0,Elektrizität,2,136
Lindau,8014.0,Keine,2,136
Mont-Vully,8012.0,Heizöl,71,173
Mont-Vully,8012.0,Unbestimmt,56,173
Mont-Vully,8012.0,Weitere,29,173
Mont-Vully,8012.0,Elektrizität,11,173
Mont-Vully,8012.0,Keine,6,173
Bonstetten,8021.0,Unbestimmt,71,95
Bonstetten,8021.0,Weitere,19,95
Bonstetten,8021.0,Heizöl,3,95
Bonstetten,8021.0,Keine,2,95
Cologny,8014.0,Heizöl,71,161
Cologny,8014.0,Unbestimmt,53,161
Cologny,8014.0,Gas,35,161
Cologny,8014.0,Elektrizität,1,161
Cologny,8014.0,Weitere,1,161
Affoltern am Albis,8021.0,Unbestimmt,71,111
Affoltern am Albis,8021.0,Heizöl,26,111
Affoltern am Albis,8021.0,Weitere,14,111
Neuenkirch,8016.0,Unbestimmt,71,146
Neuenkirch,8016.0,Weitere,33,146
Neuenkirch,8016.0,Heizöl,25,146
Neuenkirch,8016.0,Elektrizität,9,146
Neuenkirch,8016.0,Keine,8,146
Châtonnaye,8011.0,Unbestimmt,71,109
Châtonnaye,8011.0,Heizöl,20,109
Châtonnaye,8011.0,Weitere,9,109
Châtonnaye,8011.0,Gas,5,109
Châtonnaye,8011.0,Elektrizität,4,109
Buchrain,8018.0,Unbestimmt,71,145
Buchrain,8018.0,Weitere,39,145
Buchrain,8018.0,Heizöl,33,145
Buchrain,8018.0,Elektrizität,1,145
Buchrain,8018.0,Keine,1,145
Rorschacherberg,8013.0,Heizöl,71,200
Rorschacherberg,8013.0,Unbestimmt,61,200
Rorschacherberg,8013.0,Gas,48,200
Rorschacherberg,8013.0,Weitere,11,200
Rorschacherberg,8013.0,Keine,8,200
Rorschacherberg,8013.0,Elektrizität,1,200
Wil (SG),8021.0,Gas,71,180
Wil (SG),8021.0,Unbestimmt,66,180
Wil (SG),8021.0,Weitere,31,180
Wil (SG),8021.0,Keine,7,180
Wil (SG),8021.0,Heizöl,5,180
Celerina/Schlarigna,8014.0,Heizöl,71,76
Celerina/Schlarigna,8014.0,Elektrizität,4,76
